Queen pheromone transfer within honeybee colonies	ABSTRACT. The observations provided strong circumstantial evidence that workers in a queen's court obtain queen pheromone on their antennae, and that queen pheromone is distributed through the colony during antennal contact between workers. Workers that had just left the court of a mated or virgin queen had an increased tendency to make reciprocated antennal contacts with other workers. This tendency was reinforced when the workers concerned licked the queen in addition to palpating her with their antennae, probably because they spent longer in the court. The first workers contacted by those leaving the court also had an increased tendency to make reciprocated antennal contacts. Antennal contacts were more likely to be initiated by bees other than those from the queen's court. Workers from the court and those they first contacted, participated in food transfer more than did workers selected at random. Workers that licked a virgin queen subsequently participated in food transfer more than those that palpated her with their antennae only. Within about 5 min of leaving the court, a worker's participation in reciprocated antennal contacts and in food transfer diminished to the level of non‐court workers. Workers chosen at random made more transient and non‐reciprocated antennal contacts when in a colony with a mated queen than when in a colony with a virgin queen. Copyright © 1980, Wiley Blackwell. All rights reserved			1980-01-01
New photographic method for estimating numbers of sealed brood cells	The simple method described can be used for worker or drone brood. Projections of same-size positive photographic transparencies, and estimations for a succession of small areas on them, were shown to give very accurate estimations of cell numbers. © 1980 International Bee Research Association.			1980-01-01
Environmental and social costs of pesticides: A preliminary assessment	A study was made of the indirect costs that result from pesticide usage in the United States. These costs included: 45,000 annual non-fatal and fatal human pesticide poisonings; $12 million in livestock losses; $287 million in reduced natural enemies and pesticide resistance; $135 million in honey bee poisonings and reduced pollination; $70 million in losses of crops and trees; $11 million in fish and wildlife losses; and $140 million in miscellaneous losses. The estimated total of $839 million annual losses attributed to environmental and social costs of pesticide use represents only a small portion of the actual costs. A more complete accounting of the indirect costs would probably be several times the total reported. The results of this preliminary assessment underscore the serious nature of the environmental and social costs of pesticide use.		pesticide, cost, economic aspect, geographic distribution, United States, Apis mellifera, Apoidea, losses, pesticide use, poisonings, United States	1980-01-01
Electrophoretic purification of soluble trehalase from Drosophila melanogaster by selective unstacking	Specific activity of soluble trehalase from Drosophila melanogaster has been increased at least 10 times by preparative electrophoresis using selective unstacking. However, enzyme yield was poor, with only 17% of the original activity recovered. A comparison of Km of crude and partially purified trehalase revealed no difference (0.650 and 0.666 mm, respectively). Electrophoretic parameters for a modified version of multiphasic buffer system 4014 are described and electrophoretic parameters which may be utilized in the electrophoretic purification of trehalase from 17 species of Drosophila are reported. © 1980.		trehalase, animal, article, comparative study, Drosophila, Drosophila melanogaster, enzymology, isolation and purification, methodology, polyacrylamide gel electrophoresis, solubility, species difference, Animal, Comparative Study, Drosophila, Drosophila melanogaster, Electrophoresis, Polyacrylamide Gel, Solubility, Species Specificity, Support, U.S. Gov't, P.H.S., Trehalase	1980-01-01
A review of safety tests on baculoviruses	In the late 1960's the degree of safety testing required of new candidate pesticides reached a climax. During this period, the nuclear polyhedrosis virus (NPV) of Heliothis zea (Boddie) underwent a series of tests as thorough as those required for chemicals by the Environmental Protection Agency (E.P.A.) in the U.S.A. and by guidelines recommended by W.H.O. These included long term carcinogenicity and teratogenicity tests, tests on primates and tests on man. Indeed, the tests were far more demanding than the tests for chemicals because they examined the possibility of infection of test animals by the insect viruses. They led to the registration of a pioneer viral insecticide containing this NPV produced in caterpillars. Two other products from Lepidoptera, containing NPVs of Orgyia pseudotsugata (McDunn) and Lymantria dispar L. have satisfied the E.P.A. registration requirements. The NPV of Neodiprion sertifer (Geoffr.) (Hym.) has proved harmless in extensive tests, including long term tests. Another 3 NPVs, those of Autographa californica (Speyer)Spodoptera littoralisBoisd. and S. exempta (Walk.) passed tests not including the long term tests. Also a non-occluded baculovirus of a coleopteran, Oryctes rhinoceros L., has passed extensive pathogenicity tests and tests in cell lines. A number of other NPVs have been partially tested and limited tests have been made on 2 granulosis viruses (GV). The NPVs proved harmless to-and unable to replicate in-microorganisms, non-insect invertebrate cell lines vertebrate cell lines, vertebrates, plants and non-arthropod invertebrates. Replication was unusual in insects outside the insect family in which the virus was first found. GVs occur only in Lepidoptera, most are believed to be very specific and none have replicated in cell lines from insects or other animals. In addition, the rapidly expanding discipline of Invertebrate Pathology has failed to find incidence of NPVs and GVs infecting hosts outside the above stated host ranges. This is in reality a vast body of evidence matched only in extent by the absence of incidence of NPVs and GVs from the publications of medical, veterinary and phytopathology science. This evidence, and the accrued data from specific safety testing, gives increasing confidence that individual NPVs and GVs of Lepidoptera and Hymenoptera are very specific. This confidence suggests that new NPVs and GVs in these orders need be subjected only to a reduced range of the more challenging tests and to tests designed to reveal harm originating from the insect species used for virus production and from contaminants. © 1980 Le François.			1980-01-01
Biometric study of the corpora allata in scaptotrigona postica during post-embryonic development	Evidence from several papers indicates that corpora allata are important in insect development, at least during metamorphosis and the reproductive stage. In light of the morphological and functional variation among sexes and castes, a comparative study has been made on Scaptotrigona postica.At the beginning of metamorphosis the corpora allata of the queen were larger than those of the worker and male; this confirms the existence of a real dichotomy in the female caste. The corpora allata of the queen showed three cycles of activity, but those of the worker and male only one. © 1980 International Bee Research Association.			1980-01-01
Sequence Organisation in Nuclear DNA from Physarum polycephalum Interspersion of Repetitive and Single‐Copy Sequences	Nuclear DNA from Physarum polycephalum is shown to contain three sequence components by reassociation kinetic analysis; a foldback component consisting of 6% of the DNA, a component with the properties of repetitive sequences comprising 31% of the DNA, and a majority component containing 63% of the DNA which reassociates with the kinetics characteristic of single‐copy sequences. The complement of repetitive sequences is comprised of about 80 families of repeated elements, each containing approximately 1800 repeats per family. On average, these sequences are 6.4% richer in guanine and cytosine than total Physarum nuclear DNA. The repetitive sequences within a single family appear not to be identical, since on denaturation and annealing they give rise to collections of heteroduplexes less stable than native DNA. It is calculated that these duplexes are about 10% mismatched on average. Hydroxyapatite binding of DNA fragments of different sizes containing reassociated repeated elements demonstrates that these sequences are interspersed with single‐copy sequences in a large portion of the Physarum genome. These observations are confirmed by direct examination of reassociated DNA using the electron microscope. In this manner it is shown that repetitive sequence elements possess a wide spectrum of lengths averaging 590 nucleotide residues, and they are separated by intervening segments of DNA about 930 residues in length. Copyright © 1980, Wiley Blackwell. All rights reserved		fungal DNA, article, cell nucleus, conformation, DNA denaturation, electron microscopy, isolation and purification, kinetics, molecular weight, nucleic acid renaturation, nucleotide sequence, Physarum, Base Sequence, Cell Nucleus, DNA, Fungal, Kinetics, Microscopy, Electron, Molecular Weight, Nucleic Acid Conformation, Nucleic Acid Denaturation, Nucleic Acid Renaturation, Physarum	1980-01-01
Purification and properties of a-glucosidases of the honey bee apis mellifera l.	Two kinds of a-glucosidase (I and II) were isolated from honey bees by salting-out chromatography with ammonium sulfate. α -Glucosidase 1 was purified by chromatography on CMcellulose and gel filtration on Sephadex G-I00. α -Glucosidase II was purified by chromatographies on DEAE- and CM-cellulose and by gel filtration on Bio-Gel P-I50. Both enzyme preparations were homogeneous in tests by disc electrophoresis. The molecular weight of —-glucosidases I and II was estimated to be approximately 9.8 x 104 and 7.6 x 104 respectively, by SDS disc electrophoresis. α-Glucosidases 1 and II were glycoproteins whose carbohydrate moieties were about 25% and 15%, respectively. Their pH optima were 5.0. Both a-glucosidases readily hydrolyzed phenyl- α -glucoside, sucrose and maltose. —-Glucosidase 1 showed no activity toward isomaltose and soluble starch, but —-glucosidase II showed relatively high activity toward isomaltose and slight activity toward soluble starch. © 1980, by the Agricultural Chemical Society of Japan.			1980-01-01
A second microsporidian in the honeybee	A microsporidian with a cylindrical spore 3.5 to 5.0 μm in length and 0.6 to 1.0 μm in diameter from three honeybee workers collected in southwestern Georgia is reported. Brief descriptions of developmental stages from wet and dry fixed smears and electron micrographs are given. Its lack of diplokarya, the presence of a single nucleus in the spore, and the presence of filopodia that appear to engulf host cytoplasm are its outstanding features. © 1980.			1980-01-01
Sterol utilization in honey bees fed a synthetic diet: Effects on brood rearing	The dietary sterols, cholesterol, campesterol, sitosterol, stigmasterol and 24-methylenecholesterol, were tested for their ability to support brood rearing in the honey bee, Apis mellifera L., by adding them singly to a chemically-defined worker bee diet. Diet supplemented with 24-methylenecholesterol supported the greatest survival of worker bees, but diet supplemented with either 24-methylenecholesterol or cholesterol supported the production of nearly equivalent amounts of sealed brood and more than any of the other three sterols tested. Diets containing stigmasterol, sitosterol, campesterol, or no supplement produced less sealed brood, in decreasing order. © 1980.			1980-01-01
Basic peptides from bee venom, iv. synthesis of the mast cell-degranulating peptide by liquid-phase fragment condensation	Die Darstellung des Mastzellen-degranulierenden Peptids erfolgt durch Frag-mentkondensation in flüssiger Phase an einem mit Asn(Mbh) beladenen Polyethylenglycol (MT 10000). Folgende,klassisch dargestellte Fragmente werden mittels Dicyclohexylcarbodiimid/1-Hy-droxybenzotriazol in Lösung an den polymeren Träger kondensiert: Pos. 17-21Boc-Lys(Z)-lle-Cys(SiPr)-Gly-Lys(Z)(I)Pos. 12-16 Boc-Pro-His(Trt)-Ile-Cys(Trt)-Arg(Tos)(II) Pos. 8 11Boc-His(Trt)-Val-Ile-Lys(Z) (III) Pos. 5-7 Boc-Cys(SiPr)-Lys(Z)-Arg(Tos)(IV) Pos. 1-4 Boc-Ile-Lys(Z)-Cys(Trt)-Asn(Mbh)(V)[2,3] Nach jedem Reaktionsschritt wird zur Entfernung des im Überschuß eingesetzten Fragments mehr-mals aus Ethanol umkristallisiert und danach die aminoendständige Schutzgruppe mit In HCl/Eis-essig abgespalten. Nach der Kondensation von Fragment V wird ein Großteil der Schutzgruppen mittels HBr/Trifluoressigsäure abgespalten und danach das Rohprodukt ammonolytisch vom Träger geläst. Nach Behandlung in flässigem HF/Ani-sol werden die Cysteinreste durch oxidative Sulfitolyse in die Cystein-,S-sulfonat-Form überführt. Das Produkt wird durch Gel- und IonenaustauschChromatographie gereinigt und mit Mercaptoethanol zum Tetra-Thiol-Derivat reduziert. Nach Luftoxidation wird das Rekombinat nochmals chromatographisch gereinigt, im Histamin-Frei-setzungstest an Rattenmastzellen und auf Ent-ziindungshemmung am Carrageenin-ödem der Ratte geprüft. Das synthetische Peptid besitzt im Vergleich zu natärlichem, rekombiniertem MCD-Peptid gute biologische Aktivität. © 1980, Walter de Gruyter. Alle Rechte vorbehalten.		albumin i 125, histamine, hymenoptera venom, mast cell degranulating peptide, radioisotope, serotonin, animal experiment, blood and hemopoietic system, blood pressure, cardiovascular system, circular dichroism, drug analysis, drug identification, drug screening, drug synthesis, erythrocyte, in vitro study, inflammation, mast cell, rat, theoretical study, thin layer chromatography, ultraviolet spectrophotometry, Amino Acid Sequence, Animal, Bee Venoms, Crystallization, English Abstract, Indicators and Reagents, Mast Cells, Methods, Peptides	1980-01-01
Localization of short‐term memory in the brain of the bee, Apis mellifera	ABSTRACT. Fixed honey‐bees were conditioned to a scent in a one‐trial learning paradigm. In contrast to free‐flying colour‐conditioned bees, fixed scent‐conditioned bees do not show a biphasic time dependence of the conditioned response. Small metal probes were used to cool localized areas of the antennal lobes, alpha‐lobes, and calyces of the mushroom bodies of the brain at various times after conditioning. Localized cooling impaired the formation of memory in all three structures. The susceptibility to impairment after conditioning lasted approximately 3 min in the antennal lobes, 7 min in the alpha‐lobes, and 10 min in the calyx area. It was possible to determine the influence of the contralateral hemisphere (relative to the learning antenna) by conditioning bees with only one antenna. No contralateral impairment was found in the antennal lobes; there were minor effects in the alphalobes; contralateral cooling led to reductions of the conditioned response only in the calyx area. The temperature dependence of memory impairment was different for the antennal lobes and the mushroom bodies (alpha‐lobes and calyces). The latter were most sensitive to cooling at 5°C. No correlation between cooling duration and impairment of memory was found in the antennal lobes, but there was a linear relation between impairment and cooling duration in the alpha‐lobes. Brief cooling (5 or 10 s) resulted in significant impairment of memory formation only in the calyx area. A series of control experiments proved that the impairment of memory is due to a reversible block of neural activity. It was possible to show that the impairment is specific for the three neural structures analysed, by cooling the lobula of the optic system at various times after conditioning. Lesions of the brain or application of KCl also resulted in time‐dependent reductions of the conditioned response. Cooling the entire animal at various times after conditioning led to similar memory impairment to that resulting from localized cooling of the alphalobes. Copyright © 1980, Wiley Blackwell. All rights reserved			1980-01-01
Effect of Nuclear Polyhedrosis Virus of the Armyworm Mythimna (Pseudaletia) Separata on Colonies of Apis Cerana Indica	Nuclear polyhedrosis virus of the armyworm Mythimna (Pseudaletia) separata was not found to cause significant harm to colonies of Apis cerana indica when administered either orally or topically. © 1980 International Bee Research Association.			1980-01-01
Flight patterns of foraging bees relative to density of artificial flowers and distribution of nectar	Flight patterns of honeybees (Apis mellifera ligustica) were quantified as the bees foraged among artificial 'flowers' for sugar solution ('nectar'). Bees exhibited considerable directionality on successive flights which minimized repeat visits to flowers and they usually made short flights to nearby flowers, thus minimizing flight time. The change in direction on successive flights between flowers were independent of the number of immediately preceding consecutive rewarding visits but decreased as the number of non-rewarding visits increased. Flight distances were short after visits to rewarding flowers but increased as the number of immediately preceding non-rewarding visits increased. The bees' rate of caloric intake (calories/time) was highest at the floral arrays having the highest density, and it was greater at arrays with clumped nectar-distributions than at those with randomly distributed nectar. These findings are explained in terms of the observed flight patterns. © 1980 Springer-Verlag.			1980-01-01
The development of juvenile hormone sensitivity in alatae of the aphid Megoura viciae	The juvenilizing effects of JH and JH mimics applied topically during pre- and postnatal development have been examined in alatiform larvae of the aphid Megoura viciae. Dose-response curves for the mimic hydroprene (ZR-512) indicate that sensitivity is greatest in the 3rd instar, rising progressively from the prenatal (embryonic) period through instars 1-2 and again declining precipitiously at the beginning of the final (4th) larval instar. This response pattern may be associated with the dual role of JH which probably controls both the metamorphosis of the mother and her parthenogenetic mode of reproduction under long day conditions. In the 3rd instar assay, the relative dose-effectiveness of JH I, II and III was 1 : 25 : 100. A 50% response was elicited by about 0.2 ng of JH I. Characters used in the scoring system (wings, pterothorax, abdominal sclerites) were all highly JH-labile, whereas other adult characters such as ocelli, the genital duct system and particularly the antennal placoid sensilla, were much less easily suppressed. Differences in organ susceptibility and the delayed effects of JH are tentatively attributed to differences in the frequency of tissue binding sites and to their prolonged occupancy by exogenous JH. © 1980.			1980-01-01
Sequence organisation in barley and oats chromosomes revealed by interspecies dna/dna hybridisation	The organisation of the repeated and non-repeated sequences in barley and oats genomes has been investigated using the repeated sequences of the wheat, oats, barley and rye genomes as DNA probes. Labelled barley and oats fragments of different lengths (200 to > 7000 nucleotides were hybridised to the repeated sequence probes and the proportions of the labelled fragments re- naturing with the probe DNAs were determined. The average spacings of these sequences through the barley and oats genomes were inferred from the results together with the proportions of the genomes in which the renatured sequences are concentrated. Over 70 per cent of barley and oats DNAs belong to families of repeated sequences. The few copy or non-repeated sequences in these genomes have a mean length of around 700 nucleotide pairs and are interspersed between repeated sequences. These findings have enabled schematic maps of the barley and oats genomes to be drawn. Both genomes appear to be constructed mostly of short sequences with neighbouring sequences being distinguished by their repetition frequency (repeated or nonrepeated) or their homology with different repeated sequence probes. Short non-repeated sequences interspersed with short repeated sequences are concentrated in regions occupying 50 to 60 per cent of the barley genome and 40 to 50 per cent of the oats genome. Most of the remaining DNA consists of tandemly arranged repeated sequences of different evolutionary origins. It is postulated that much of this complex repeated sequence DNA could have arisen from amplification of compound sequences each containing repeated and non-repeated sequences. © 1980 The Genetical Society of Great Britain.			1980-01-01
Activity of soluble and membrane-bound threhalase in apterous and alate morphs of Aphis citricola	1. 1. The optimum conditions for trehalase activity of either soluble or membrane-bound trehalase of both apterous and alate morphs of Aphis citricola were determined. 2. 2. Sodium deoxycholate (DOC) act as a solubilizing agent for membrane-bound trehalase, with no appreciable effect on its activity. 3. 3. Alates exhibit about a 50% higher level of soluble protein compared with that of apterase. Trehalase activity of this fraction in alates is 70-85% higher than that in apterase, as determined per mg protein or per aphid. The activity of the membrane-bound trehalase was on the same level in both morphs when determined relative to mg protein. 4. 4. The relative high activity of the soluble trehalase in alates may reflect an increased energy supply needed for sustaining physical activity involved in aphid flight. © 1980.			1980-01-01
Differences in Food Consumption of Caged Honeybees from Different Colonies	Caged groups of 200 workers from different colonies consumed sugar syrup at different rates, suggesting that the rate of food consumption in the honeybee may be partly genetically determined. © 1980 International Bee Research Association.			1980-01-01
Diagnosis and treatment of anaphylactic reactions to Hymenoptera stings in children	Forty-four children (mean age 9.6 years) with a history of an allergic reaction(s) to an insect sting and with positive insect venom skin tests were studied. IgE antibodies (RAST) to honeybee phospholipase A and to yellow jacket venom were found in the sera of 78% and 77%, respectively, of these patients. The patients were immunized with the appropriate venoms over a 15-week course and most were then subjected to an in-hospital sting; there was a 3% reaction rate (1/37). Clinical protection was associated with a fivefold increase in anti-venom IgG. Five patients did not develop a significant increase in IgG antibody and they were treated more vigorously; four were stung subsequently without reaction. Two patients dit not react when stung in the field; positive identification of the culprit insect was obtained. Twenty patients were re-stung after one year of maintenance therapy; there was a single mild, delayed reaction. Immunotherapy also increased the IgE antibody against venom 3.7-fold at three months; after one year of therapy the IgE antibody level had decreased but was still 40% greater than at the outset. Immunotherapy was associated with a 25% incidence of local pain and swelling and a 6% incidence of systemic reactions. We conclude that venom therapy in children is safe and effective. The indications for initiating immunotherapy require further definition. © 1980 The C. V. Mosby Company.		immunoglobulin e, immunoglobulin e antibody, insect venom, phospholipase a, anaphylaxis, diagnosis, drug hypersensitivity, drug therapy, hymenoptera, immunization, intradermal drug administration, major clinical study, preschool child, radioallergosorbent test, school child, skin test, therapy, Adolescent, Anaphylaxis, Bee Venoms, Child, Child, Preschool, Humans, Hymenoptera, Insect Bites and Stings	1980-01-01
Specificity of sugar cane trehalase	An extract containing trehalase and invertase was prepared from apical internodes of sugar cane. The extract hydrolysed three glucosides: maltose, trehalose and sucrose. By reprecipitation with ammonium sulphate, maltase and trehalase activities appear to be due to different enzymes. As was also shown by differential inhibition and activation and by studies on the behaviour of both enzymes during growth, invertase and trehalase activities are attributed to different enzymes whose activities do not overlap. Invertase-free preparations confirm these results. Sucrose is a simple competitive inhibitor of sugar cane trehalase, excluding a regulatory role for this sugar. Sucrose was found at inhibitory levels in the first four apical internodes. A close correlation between sugar cane growth and invertase and trehalase levels was found in the apical internodes. Invertase has the greatest activity during growing, and trehalase reaches a maximum at maturity, prior to the flowering process. The high levels of trehalase in the flower suggest that the enzyme is involved in flowering or in related processes linked to seed formation. © 1980.			1980-01-01
