Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Es'kov E.K., Es'kova M.D.","[Physiological effects of hypoxia in developing and adult honeybees Apis mellifera L].",2011,"Zhurnal evoliutsionnoǐ biokhimii i fiziologii","47","6",,"475","479",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857426179&partnerID=40&md5=ae4b56f175420f286c1b385f4a55908a",,"Es'kov, E.K.; Es'kova, M.D.","The effect of hypoxia on activity of metabolism was studied in developing and adult honeybees. The feedback was established between the O2 deficit in the gas medium and its consumption by honeybees. An elevation of temperature within the limits of vital diapason for development of honeybees activated O2 consumption regardless of the hypoxia level. A prolonged action of hypoxia on the O2 physiological state was revealed. There was shown the existence of convergent similarity between the effect of O2 deficit on honeybees and on homoiothermal animals.",,Article,,Scopus,2-s2.0-84857426179
"Chalisova N.I., Kamyshev N.G., Lopatina N.G., Kontsevaia E.A., Urt'eva S.A., Urt'eva T.A.","[Effect of encoding amino acids on associative learning of honeybee Apis mellifera L].",2011,"Zhurnal evoliutsionnoǐ biokhimii i fiziologii","47","6",,"516","518",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857409363&partnerID=40&md5=0a35dda74c209dbaeb9c7bce7220a9c9",,"Chalisova, N.I.; Kamyshev, N.G.; Lopatina, N.G.; Kontsevaia, E.A.; Urt'eva, S.A.; Urt'eva, T.A.",[No abstract available],,Article,,Scopus,2-s2.0-84857409363
"Lopatina N.G., Zachepilo T.G., Chesnokova E.G.","[Again about the central metabotropic receptors of glutamate of the group I in the honeybee Apis mellifera L].",2011,"Zhurnal evoliutsionnoǐ biokhimii i fiziologii","47","6",,"513","515",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857381609&partnerID=40&md5=08e38208abfaa4c715fdd147b200817d",,"Lopatina, N.G.; Zachepilo, T.G.; Chesnokova, E.G.",[No abstract available],,Article,,Scopus,2-s2.0-84857381609
"Robinson W.S.","Observations on the behaviour of a repeatedly absconding Apis andreniformis colony in northern Thailand",2011,"Journal of Apicultural Research","50","4",,"292","298",,1,10.3896/IBRA.1.50.4.06,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155149588&doi=10.3896%2fIBRA.1.50.4.06&partnerID=40&md5=f08f9f1bb27979598bbd7f1e9bb1737a","Biology Department, Casper College, Casper, WY 82601, United States","Robinson, W.S., Biology Department, Casper College, Casper, WY 82601, United States","I observed a colony of Apis andreniformis in a mango orchard in northern Thailand over a period of 10 days in September 2009. Here I report on colour variability of the workers, and swarm shape and movement patterns as it absconded three times in that period. Twice the swarm built comb. Workers constructed resin bands to repel ants, and defended against hornets by shimmering and forming a tail. They were not aggressive toward me. Workers on the mantle ventilated, head downwards, in the heat of the day when struck by sunlight. Dancing occurred on the crown of the swarm, all but one observed dance of short (1-2 sec) duration. One longer, staggering dance may have indicated a pending relocation by the swarm. © IBRA 2011.","Absconding; Apis andreniformis; Apis florea; Black dwarf honey bee; Comb; Defence; Honey bee behaviour",Article,,Scopus,2-s2.0-81155149588
"Baracchi D., Francese S., Turillazzi S.","Beyond the antipredatory defence: Honey bee venom function as a component of social immunity",2011,"Toxicon","58","6-7",,"550","557",,35,10.1016/j.toxicon.2011.08.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555197962&doi=10.1016%2fj.toxicon.2011.08.017&partnerID=40&md5=63c6f497209eab6b1dc69d7696b6dbe6","Università degli Studi di Firenze, Dipartimento di Biologia Evoluzionistica Leo Pardi, Via Romana 17, 50125 Firenze, Italy; Biomedical Research Centre, Sheffield Hallam University, Howard Street, Sheffield S1 1WB, United Kingdom; Centro di Servizi di Spettrometria di Massa, Dell'Università di Firenze, Viale G. Pieraccini, 50139 Firenze, Italy","Baracchi, D., Università degli Studi di Firenze, Dipartimento di Biologia Evoluzionistica Leo Pardi, Via Romana 17, 50125 Firenze, Italy; Francese, S., Biomedical Research Centre, Sheffield Hallam University, Howard Street, Sheffield S1 1WB, United Kingdom; Turillazzi, S., Università degli Studi di Firenze, Dipartimento di Biologia Evoluzionistica Leo Pardi, Via Romana 17, 50125 Firenze, Italy, Centro di Servizi di Spettrometria di Massa, Dell'Università di Firenze, Viale G. Pieraccini, 50139 Firenze, Italy","The honey bee colonies, with the relevant number of immature brood and adults, and stable, high levels of humidity and temperatures of their nests, result in suitable environments for the development of microorganisms including pathogens. In response, honey bees evolved several adaptations to face the increased risks of epidemic diseases. As the antimicrobial venom peptides of Apis mellifera are present both on the cuticle of adult bees and on the nest wax it has been recently suggested that these substances act as a social antiseptic device. Since the use of venom by honey bees in the context of social immunity needs to be more deeply investigated, we extended the study of this potential role of the venom to different species of the genus Apis (A. mellifera, Apis dorsata, Apis cerana and Apis andreniformis) using MALDI-TOF mass spectrometry techniques. In particular we investigated whether (similarly to A. mellifera) the venom is spread over the body cuticle and on the comb wax of these three Asian species. Our results confirm the idea that the venom functions are well beyond the classical stereotype of defence against predators, and suggest that the different nesting biology of these species may be related to the use of the venom in a social immunity context. The presence of antimicrobial peptides on the comb wax of the cavity-dwelling species and on the cuticle of workers of all the studied species represents a good example of "" collective immunity"" and a component of the "" social immunity "" respectively. © 2011 Elsevier Ltd.","A. andreniformis; A. cerana; A. dorsata; A. mellifera; Collective immunity; MALDI-TOF MS",Article,,Scopus,2-s2.0-82555197962
"Liu L., Yu X., Meng F., Guo X., Xu B.","Identification and characterization of a novel corticotropin-releasing hormone-binding protein (CRH-BP) gene from Chinese honeybee (Apis cerana cerana)",2011,"Archives of Insect Biochemistry and Physiology","78","3",,"161","175",,4,10.1002/arch.20451,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054717411&doi=10.1002%2farch.20451&partnerID=40&md5=a0709899d03315b7032dfa091693d00f","College of Animal Science and Technology, Shandong Agricultural University, Taian, Shandong, China; State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Taian, Shandong, China; College of Animal Science and Technology, Shandong Agricultural University, Taian, Shandong, China","Liu, L., College of Animal Science and Technology, Shandong Agricultural University, Taian, Shandong, China; Yu, X., State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Taian, Shandong, China; Meng, F., State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Taian, Shandong, China; Guo, X., State Key Laboratory of Crop Biology, College of Life Sciences, Shandong Agricultural University, Taian, Shandong, China; Xu, B., College of Animal Science and Technology, Shandong Agricultural University, Taian, Shandong, China","Corticotropin-releasing hormone-binding protein (CRH-BP) is an essential secreted glycoprotein for coordinating the neuroendocrine responses to stress by binding either CRHs or its related peptides. A novel CRH-BP gene AccCRH-BP from Apis cerana cerana was identified and characterized. Its genomic DNA was consisted of seven exons and six introns, and shared high similarity with the homologous members from other insects and vertebrates. Homologous and phylogenetic analysis indicated that AccCRH-BP was highly conserved, suggesting the maintenance of conservative structure might be necessary for its biological function. Real-time quantitative PCR revealed that AccCRH-BP was highly expressed in pupa and adult, especially in the head of pupa. However, there was no expression in larval stage. Furthermore, the transcripts of AccCRH-BP in the brain of honeybees were induced by exposure to environmental stresses including UV-light, heat, and cold. The expression level of AccCRH-BP in workers or queens was significantly higher than that of drones. Additionally, analysis of 5'-flanking region of AccCRH-BP revealed a number of putative development and stress transcription factor-binding sites. These data suggest that AccCRH-BP may play important roles in the regulation of honeybee development, and in the central nervous system of the brain to regulate the neuroendocrine stress responses. © 2011 Wiley Periodicals, Inc.","Apis cerana cerana; CRH-BP; Development; Neuroendocrine stress responses; Real-time quantitative PCR",Article,,Scopus,2-s2.0-80054717411
"Rueppell O., Hayes A.M., Warrit N., Smith D.R.","Population structure of Apis cerana in Thailand reflects biogeography and current gene flow rather than Varroa mite association",2011,"Insectes Sociaux","58","4",,"445","452",,10,10.1007/s00040-011-0161-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052589212&doi=10.1007%2fs00040-011-0161-2&partnerID=40&md5=f0a662e05579e0379426d9c4748a8fe1","Department of Biology, University of North Carolina at Greensboro, Greensboro, NC 27402, United States; Department of Biology, Faculty of Sciences, Chulalongkorn University, 10330 Bangkok, Thailand; Department of Ecology and Evolutionary Biology, University of Kansas, Lawrence, KS 66045, United States","Rueppell, O., Department of Biology, University of North Carolina at Greensboro, Greensboro, NC 27402, United States; Hayes, A.M., Department of Biology, University of North Carolina at Greensboro, Greensboro, NC 27402, United States; Warrit, N., Department of Biology, Faculty of Sciences, Chulalongkorn University, 10330 Bangkok, Thailand; Smith, D.R., Department of Ecology and Evolutionary Biology, University of Kansas, Lawrence, KS 66045, United States","Concordance between the mitochondrial haplotypes of the Eastern honey bee, Apis cerana, and its ectoparasitic Varroa mites across the Isthmus of Kra in Thailand has suggested that local host-pathogen co-evolution may be responsible for the geographic distribution of particular genotypes. To investigate nuclear microsatellites population structure in A. cerana, single workers of A. cerana colonies from Thailand were genotyped at 18 microsatellite loci. The loci showed intermediate to high levels of heterozygosity and a range of allele numbers. The analyses confirmed a fundamental subdivision of the Thai A. cerana population into the ""Asia Mainland"" and ""Sundaland"" regions at the Isthmus of Kra. However, the nuclear microsatellite differentiation was less distinct than mtDNA haplotype differences, suggesting male-biased dispersal and population admixture. Overall, samples showed a weak isolation-by-distance effect. The isolated population on Samui island was most differentiated from the other samples. The results do not support our initial hypothesis of local host-pathogen co-evolution, which predicts a strict correspondence between the nuclear genome and the lineage of parasitic Varroa mite of the A. cerana samples, because the gene flow indicated by our nuclear microsatellite markers should also mix potential Varroa resistance alleles among subpopulations. Instead, our study suggests that the coincidental distribution of Varroa lineages and A. cerana population structure in Thailand are the result of biogeographic history and current migration patterns. © 2011 International Union for the Study of Social Insects (IUSSI).","Biogeography; Co-evolution; Local adaptation; Microsatellites; Population structure",Article,,Scopus,2-s2.0-80052589212
"Schaerf T.M., Myerscough M.R., Makinson J.C., Beekman M.","Inaccurate and unverified information in decision making: A model for the nest site selection process of Apis florea",2011,"Animal Behaviour","82","5",,"995","1013",,8,10.1016/j.anbehav.2011.07.034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054760985&doi=10.1016%2fj.anbehav.2011.07.034&partnerID=40&md5=05330c04b19d4e41063802023863e5ec","Behaviour and Genetics of Social Insects Laboratory, School of Biological Sciences, University of Sydney, Australia; School of Mathematics and Statistics, University of Sydney, Australia; Centre for Mathematical Biology, University of Sydney, Australia","Schaerf, T.M., Behaviour and Genetics of Social Insects Laboratory, School of Biological Sciences, University of Sydney, Australia, School of Mathematics and Statistics, University of Sydney, Australia, Centre for Mathematical Biology, University of Sydney, Australia; Myerscough, M.R., School of Mathematics and Statistics, University of Sydney, Australia, Centre for Mathematical Biology, University of Sydney, Australia; Makinson, J.C., Behaviour and Genetics of Social Insects Laboratory, School of Biological Sciences, University of Sydney, Australia, Centre for Mathematical Biology, University of Sydney, Australia; Beekman, M., Behaviour and Genetics of Social Insects Laboratory, School of Biological Sciences, University of Sydney, Australia, Centre for Mathematical Biology, University of Sydney, Australia","We present an agent-based model for the nest site selection process of the open-nesting red dwarf honeybee, Apis florea. Our main aim was to determine how nest site requirements affect the bees' decision-making process. We either calculated our model parameters from experimental data or chose them so that our model would generate similar numbers of dancing bees and dance followers to those observed in real swarms with access to an abundance of suitable nest sites in all directions. We found that A. florea is less capable of making a collective decision on a new nest site when the area occupied by suitable sites is small compared to when suitable sites are abundant. Increasing the use of information regarding the location of potential nest sites or the accuracy of the information available enhanced the decision-making ability of A. florea when nest sites were scarce. We also found that swarm guidance might be hindered when suitable nest site areas are wide apart. We therefore examined two possible mechanisms for increasing directional agreement among dancers: mimicry of unverified dance information and self-regulation by inhibiting or changing dance behaviour based on observations of other dances. We show that, even at low levels, dance mimicry greatly enhances the ability of an A. florea swarm to make a decision and reduces the time to make a decision. However, in the presence of mimicry errors propagate through the swarm. Self-regulation had little or no effect, probably because of the overall low levels of dance activity present on the swarm at any given time. Our model results suggest that A. florea's decision-making process allows swarms to locate a new nest site provided nest sites are abundant, even when they are of similar quality. © 2011 The Association for the Study of Animal Behaviour.","Agent-based model; Apis florea; Decentralized decision making; Waggle dance",Article,,Scopus,2-s2.0-80054760985
"Costa C., Tanner G., Lodesani M., Maistrello L., Neumann P.","Negative correlation between Nosema ceranae spore loads and deformed wing virus infection levels in adult honey bee workers",2011,"Journal of Invertebrate Pathology","108","3",,"224","225",,23,10.1016/j.jip.2011.08.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054106735&doi=10.1016%2fj.jip.2011.08.012&partnerID=40&md5=0aca45d261b5f97d282b2e429adce7a1","Consiglio per la Ricerca e la sperimentazione in Agricoltura, Unità di Ricerca di Apicoltura e Bachicoltura (CRA-API), Via di Saliceto 80, 40128 Bologna, Italy; Swiss Bee Research Centre, Federal Department of Economic Affairs EVD, Research Station Agroscope Liebefeld-Posieux ALP, Schwarzenburgstrasse 161, CH-3003 Bern, Switzerland; Dipartimento di Scienze Agrarie e degli Alimenti, Università di Modena e Reggio Emilia, Via G. Amendola 2, Area San Lazzaro - Pad. Besta, 42100 Reggio Emilia, Italy; Department of Zoology and Entomology, Rhodes University, Grahamstown 6140, South Africa","Costa, C., Consiglio per la Ricerca e la sperimentazione in Agricoltura, Unità di Ricerca di Apicoltura e Bachicoltura (CRA-API), Via di Saliceto 80, 40128 Bologna, Italy; Tanner, G., Swiss Bee Research Centre, Federal Department of Economic Affairs EVD, Research Station Agroscope Liebefeld-Posieux ALP, Schwarzenburgstrasse 161, CH-3003 Bern, Switzerland; Lodesani, M., Consiglio per la Ricerca e la sperimentazione in Agricoltura, Unità di Ricerca di Apicoltura e Bachicoltura (CRA-API), Via di Saliceto 80, 40128 Bologna, Italy; Maistrello, L., Dipartimento di Scienze Agrarie e degli Alimenti, Università di Modena e Reggio Emilia, Via G. Amendola 2, Area San Lazzaro - Pad. Besta, 42100 Reggio Emilia, Italy; Neumann, P., Swiss Bee Research Centre, Federal Department of Economic Affairs EVD, Research Station Agroscope Liebefeld-Posieux ALP, Schwarzenburgstrasse 161, CH-3003 Bern, Switzerland, Department of Zoology and Entomology, Rhodes University, Grahamstown 6140, South Africa","Interactions between pathogens might contribute to honey bee colony losses. Here we investigated if there is an association between the microsporidian Nosema ceranae and the deformed wing virus (DWV) in different body sections of individual honey bee workers (Apis mellifera ligustica) under exclusion of the vector Varroa destructor. Our data provide correlational evidence for antagonistic interactions between the two pathogens in the midgut of the bees. © 2011 Elsevier Inc.","Apis mellifera; Deformed wing virus; Microsporidium; Nosema ceranae",Article,,Scopus,2-s2.0-80054106735
"Modro A.F.H., Marchini L.C., Moreti A.C.C.C.","Botanic origin of pollen beehives' loads from africanized honeybees in piracicaba, SP, Brazil [Origem botânica de cargas de pólen de colmeias de abelhas africanizadas em piracicaba, SP]",2011,"Ciencia Rural","41","11",,"1944","1951",,4,10.1590/S0103-84782011005000137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81755162330&doi=10.1590%2fS0103-84782011005000137&partnerID=40&md5=29e7cd35d461db21e03d0ece58d17821","Universidade Federal de Rondônia (UNIR), Campus Rolim de Moura, Planalto, 76940-000, Rolim de Moura, RO, Brazil; Departamento de Entomologia e Acarologia, Escola Superior de Agricultura 'Luiz de Queiroz' (ESALQ), Piracicaba, SP, Brazil; Instituto de Zootecnia de Nova Odessa, Nova Odessa, SP, Brazil","Modro, A.F.H., Universidade Federal de Rondônia (UNIR), Campus Rolim de Moura, Planalto, 76940-000, Rolim de Moura, RO, Brazil; Marchini, L.C., Departamento de Entomologia e Acarologia, Escola Superior de Agricultura 'Luiz de Queiroz' (ESALQ), Piracicaba, SP, Brazil; Moreti, A.C.C.C., Instituto de Zootecnia de Nova Odessa, Nova Odessa, SP, Brazil","This study aimed to identify the botanic origin of pollen loads collected by Africanized honeybees. In Piracicaba (SP), during four seasons of the year, five honeybee colonies were installed with a frontal pollen collector in each one. The palinological preparation was done by the use of acetolysis and identified and counted approximately 900 pollen grains per sample. From the pollinic composition, the richness, diversity indexes and equitability were calculated. Throughout the year, 81 pollinic types were found, belonging to 32 botanic families, being Fabaceae, Asteraceae and Malvaceae the ones with the biggest frequency of pollinic types (5 pollinic types) and, Myrtaceae, the family with two pollinic types (Eucalyptus sp. and Myrcia sp.), among the nine most common types in the samples (> 10%). The biggest richness of pollinic types was during summer, and the biggest diversity and equitability was during spring. Fabaceae, Asteraceae, Malvaceae and Myrtaceae are the most important botanic families as polliniferous sources in Piracicaba - SP.","Apis mellifera; Bee flora; Pollinic composition; Pollinic type",Article,,Scopus,2-s2.0-81755162330
"Almeida R.A.M.B., Olivo T.E.T., Mendes R.P., Barraviera S.R.C.S., Souza L.R., Martins J.G., Hashimoto M., Fabris V.E., Ferreira Jr. R.S., Barraviera B.","Africanized honeybee stings: How to treat them [Picadas de abelhas africanizadas: Como tratá-las?]",2011,"Revista da Sociedade Brasileira de Medicina Tropical","44","6",,"755","761",,17,10.1590/S0037-86822011000600020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855827325&doi=10.1590%2fS0037-86822011000600020&partnerID=40&md5=a58d8ff0850019bad213a57eeec9711f","Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil; Departamento de Dermatologia e Radioterapia, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Departamento de Pediatria, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Departamento de Patologia, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Centro de Estudos de Venenos e Animais Peçonhentos, Universidade Estadual Paulista, Botucatu, SP, Brazil","Almeida, R.A.M.B., Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil; Olivo, T.E.T., Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil; Mendes, R.P., Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil; Barraviera, S.R.C.S., Departamento de Dermatologia e Radioterapia, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Souza, L.R., Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil; Martins, J.G., Departamento de Pediatria, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Hashimoto, M., Departamento de Pediatria, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Fabris, V.E., Departamento de Patologia, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Botucatu, SP, Brazil; Ferreira Jr., R.S., Centro de Estudos de Venenos e Animais Peçonhentos, Universidade Estadual Paulista, Botucatu, SP, Brazil; Barraviera, B., Departamento de Doenças Tropicais e Diagnóstico por Imagem, Faculdade de Medicina de Botucatu, Universidade Estadual Paulista, Distrito de Rubião Junior s/n, 18618-970 Botucatu, SP, Brazil, Centro de Estudos de Venenos e Animais Peçonhentos, Universidade Estadual Paulista, Botucatu, SP, Brazil","Introduction: In 1956, Africanized honeybees (AHB) migrated from Brazil to other regions of the Western Hemisphere, including South, Central, and North America, except for Canada. Despite being productive, they are highly aggressive and cause fatal accidents. This study aimed to evaluate patients at the Clinical Hospital of Botucatu Medical School (HC-FMB) and to propose treatment guidelines. Methods: From 2005 to 2006, the clinical and laboratorial aspects of 11 patients (7 male and 4 female) and the anatomopathological aspects of one patient who had died in 2003 were analyzed. Results: The age of the surviving patients varied from 5 to 87 years, with a mean of 42.5 years. The majority of accidents occurred in the afternoon, and the number of stings ranged from 20 to 500. The principal signs and symptoms were pain and local inflammatory signs, nausea, tachycardia, and vomiting. Biochemical findings presented increased levels of creatine phosphokinase, lactate dehydrogenase, and aspartate/alanine aminotransferase. An 11-year-old male patient died upon entering the attic of a two-storey building where he was attacked by a swarm, receiving more than 1,000 stings. He was sent to HC-FMB where he was treated, but he died 24h later. Observed at the autopsy were erythematous-purpuric skin lesions besides necrosis at the sting locations, rhabdomyolysis, focal myocardial necrosis, tubular hydropic degeneration and focal tubular acute necrosis of the kidneys, myoglobinuria, and centrolobular necrosis in the liver. Conclusions: Accidents caused by multiple AHB stings always constitute a medical emergency. As there is no specific antivenom, we have developed guidelines, including first aid, drugs, and the proper removal of stingers.","Africanized honeybee stings; Apis mellifera; Treatment guidelines",Article,,Scopus,2-s2.0-84855827325
"Kojima Y., Toki T., Morimoto T., Yoshiyama M., Kimura K., Kadowaki T.","Infestation of Japanese Native Honey Bees by Tracheal Mite and Virus from Non-native European Honey Bees in Japan",2011,"Microbial Ecology","62","4",,"895","906",,44,10.1007/s00248-011-9947-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80255133248&doi=10.1007%2fs00248-011-9947-z&partnerID=40&md5=527ffb40832d213bb2b06fd545821ef9","Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa, Nagoya 464-8601, Japan; Honey Bee Research Group, Animal Breeding and Reproduction Research Team, National Institute of Livestock and Grassland Science, 2 Ikenodai, Tsukuba, Ibaraki 305-0901, Japan; Department of Biological Sciences, Xi'an Jiaotong-Liverpool University, Suzhou Industrial Park, Suzhou 215123 Jiangsu Province, China","Kojima, Y., Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa, Nagoya 464-8601, Japan; Toki, T., Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa, Nagoya 464-8601, Japan; Morimoto, T., Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa, Nagoya 464-8601, Japan; Yoshiyama, M., Honey Bee Research Group, Animal Breeding and Reproduction Research Team, National Institute of Livestock and Grassland Science, 2 Ikenodai, Tsukuba, Ibaraki 305-0901, Japan; Kimura, K., Honey Bee Research Group, Animal Breeding and Reproduction Research Team, National Institute of Livestock and Grassland Science, 2 Ikenodai, Tsukuba, Ibaraki 305-0901, Japan; Kadowaki, T., Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa, Nagoya 464-8601, Japan, Department of Biological Sciences, Xi'an Jiaotong-Liverpool University, Suzhou Industrial Park, Suzhou 215123 Jiangsu Province, China","Invasion of alien species has been shown to cause detrimental effects on habitats of native species. Insect pollinators represent such examples; the introduction of commercial bumble bee species for crop pollination has resulted in competition for an ecological niche with native species, genetic disturbance caused by mating with native species, and pathogen spillover to native species. The European honey bee, Apis mellifera, was first introduced into Japan for apiculture in 1877, and queen bees have been imported from several countries for many years. However, its effects on Japanese native honey bee, Apis cerana japonica, have never been addressed. We thus conducted the survey of honey bee viruses and Acarapis mites using both A. mellifera and A. c. japonica colonies to examine their infestation in native and non-native honey bee species in Japan. Honey bee viruses, Deformed wing virus (DWV), Black queen cell virus (BQCV), Israeli acute paralysis virus (IAPV), and Sacbrood virus (SBV), were found in both A. mellifera and A. c. japonica colonies; however, the infection frequency of viruses in A. c. japonica was lower than that in A. mellifera colonies. Based on the phylogenies of DWV, BQCV, and SBV isolates from A. mellifera and A. c. japonica, DWV and BQCV may infect both honey bee species; meanwhile, SBV has a clear species barrier. For the first time in Japan, tracheal mite (Acarapis woodi) was specifically found in the dead honey bees from collapsing A. c. japonica colonies. This paper thus provides further evidence that tracheal-mite-infested honey bee colonies can die during cool winters with no other disease present. These results demonstrate the infestation of native honey bees by parasite and pathogens of non-native honey bees that are traded globally. © 2011 Springer Science+Business Media, LLC.",,Article,,Scopus,2-s2.0-80255133248
"Porrini M.P., Fernández N.J., Garrido P.M., Gende L.B., Medici S.K., Eguaras M.J.","In vivo evaluation of antiparasitic activity of plant extracts on Nosema ceranae (Microsporidia)",2011,"Apidologie","42","6",,"700","707",,13,10.1007/s13592-011-0076-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856660062&doi=10.1007%2fs13592-011-0076-y&partnerID=40&md5=ac0466d8f61aa9791b809ca6ecd1cf33","Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina; Agencia Nacional de Promoción Científica y Técnológica, Buenos Aires, Argentina; Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina","Porrini, M.P., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Agencia Nacional de Promoción Científica y Técnológica, Buenos Aires, Argentina; Fernández, N.J., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina; Garrido, P.M., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina; Gende, L.B., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina; Medici, S.K., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina; Eguaras, M.J., Arthropods Laboratory, School of Exact and Natural Sciences, National University of Mar Del Plata, Funes 3350 (7600) Mar del Plata, Argentina, Consejo Nacional de Investigaciónes Científicas y Técnicas, Buenos Aires, Argentina","This study evaluated the activity of plant extracts on Nosema ceranae development and their toxicity on the infected host Apis mellifera. Newly emerged bees were fed ad libitum with enriched syrups after individual infection. Diets consisted of ethanolic extracts obtained from Artemisia absinthium, Allium sativum, Laurus nobilis, and Ilex paraguariensis diluted in syrup at 1% and 10% concentrations. Examination of individual midgut homogenates on day 19 post-infection indicated that 1% concentration of L. nobilis extract significantly inhibited N. ceranae development. Absinth extract, previously reported as effective against Nosema apis, did not diminish the number of N. ceranae spores throughout the experiment. Ten percent concentrations showed high toxicity on infected bees, but also a significant activity diminishing parasitosis development in short periods. Syrups with the addition of extracts were consumed avidly as the control, even more in some cases. The present study constitutes the first report of antiparasitic activity in vivo of plant extracts against the Microsporidian N. ceranae and postulate natural substances as an alternative for antiparasitic treatment. © 2011 INRA, DIB-AGIB and Springer Science+Business Media B.V.","Antiparasitic treatment; Apis mellifera; Nosema ceranae; Plant extract",Article,,Scopus,2-s2.0-84856660062
