Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Dvash L., Afik O., Shafir S., Schaffer A., Yeselson Y., Dag A., Landau S.","Determination by near-infrared spectroscopy of perseitol used as a marker for the botanical origin of avocado (Persea americana Mill.) honey",2002,"Journal of Agricultural and Food Chemistry","50","19",,"5283","5287",,27,10.1021/jf020329z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037063402&doi=10.1021%2fjf020329z&partnerID=40&md5=b7dbb91622e2017451475677ff0bfa1d","Institute of Field and Garden Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; B. Triwaks Bee Research Center, Department of Entomology, Faculty of Agricultural, Food and Environmental Quality Sciences, Hebrew University of Jerusalem, Rehovot 76100, Israel; Institute of Animal Science, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel","Dvash, L., Institute of Field and Garden Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Afik, O., B. Triwaks Bee Research Center, Department of Entomology, Faculty of Agricultural, Food and Environmental Quality Sciences, Hebrew University of Jerusalem, Rehovot 76100, Israel; Shafir, S., B. Triwaks Bee Research Center, Department of Entomology, Faculty of Agricultural, Food and Environmental Quality Sciences, Hebrew University of Jerusalem, Rehovot 76100, Israel; Schaffer, A., Institute of Field and Garden Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Yeselson, Y., Institute of Field and Garden Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Dag, A., Institute of Animal Science, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel; Landau, S., Institute of Field and Garden Crops, Volcani Center, P.O. Box 6, Bet Dagan 50250, Israel","This paper reports the application of near-infrared (NIR) reflectance spectroscopy to determine the concentration in honey of perseitol, a sugar that is specific to avocado honey. Reference values for perseitol were obtained by high-performance liquid chromatography analysis in 109 honey samples. Although the average concentration of perseitol in honey samples was only 0.48%, accurate prediction equations were successfully developed. The regression model of modified partial least squares was superior to that of principal component regressions. Calibrations based on the first or second derivative of Log(1/R) were equally good (R 2 &gt; 0.95). Using half of the samples for calibration and the second half for validation, the correlation between actual and predicted values of the second half was satisfactory (R 2 = 0.87), the slope did not differ from 1, bias was low (0.005%), and the standard error of prediction was relatively low (0.13%). It was concluded that NIRS analysis may be used to detect to what extent honeybees have harvested avocado nectar but not to authenticate avocado honey as unifloral.","Authenticity; Carbohydrates; Honey; NIRS; Product identification; Sugars",Article,,Scopus,2-s2.0-0037063402
"De La Rúa P., Galián J., Serrano J., Moritz R.F.A.","Microsatellite analysis of non-migratory colonies of Apis mellifera iberica from south-eastern Spain",2002,"Journal of Zoological Systematics and Evolutionary Research","40","3",,"164","168",,16,10.1046/j.1439-0469.2002.00187.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036740577&doi=10.1046%2fj.1439-0469.2002.00187.x&partnerID=40&md5=02576e5c7c576b4303abf9d47574c42f","Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, Murcia, Spain; Institut für Zoologie und Molekulare Ökologie, Martin-Luther Universität, Kröllwitzerstr. 44, Halle/Saale, Germany; Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, 30071 Murcia, Spain; Institut für Zoologie und Molekulare Ökologie, Martin-Luther Universität, Kröllwitzerstr. 44, 06099 Halle/Saale, Germany","De La Rúa, P., Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, Murcia, Spain, Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, 30071 Murcia, Spain; Galián, J., Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, Murcia, Spain, Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, 30071 Murcia, Spain; Serrano, J., Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, Murcia, Spain, Departamento de Biología Animal, Universidad de Murcia, Apdo. 4021, 30071 Murcia, Spain; Moritz, R.F.A., Institut für Zoologie und Molekulare Ökologie, Martin-Luther Universität, Kröllwitzerstr. 44, Halle/Saale, Germany, Institut für Zoologie und Molekulare Ökologie, Martin-Luther Universität, Kröllwitzerstr. 44, 06099 Halle/Saale, Germany","Forty-five unmanaged honeybee colonies from the south-east of the Iberian Peninsula (Apis mellifera iberica) were selected for analysing their genetic structure using eight microsatellite loci. These colonies were not subjected to management for queen replacement, rearing or migratory movements and previous studies showed that they had mitochondrial DNA (mtDNA) of African origin. Six of the microsatellite loci show intermediate levels of polymorphism with a total number of alleles detected per locus ranging from 4 to 10. Microsatellite data relate these Iberian populations to the African A. m. intermissa, although the presence of some alleles and the observed heterozygosity are characteristic of the European A. m. mellifera, thus corroborating the postulated hybrid origin of A. m. iberica. The results suggest that no recent introgression from Africa has happened and that the populations of A. m. iberica are differentiated in many demes.","Apis mellifera iberica; Biogeography; Genetic variability; Microsatellites; South east Spain",Article,,Scopus,2-s2.0-0036740577
"Martin C., Provost E., Bagnères A.-G., Roux M., Clément J.-L., Le Conte Y.","Potential mechanism for detection by Apis mellifera of the parasitic mite Varroa destructor inside sealed brood cells",2002,"Physiological Entomology","27","3",,"175","188",,25,10.1046/j.1365-3032.2002.00284.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036741971&doi=10.1046%2fj.1365-3032.2002.00284.x&partnerID=40&md5=bf85355041d769fb15e622c02de968d5","Institut National de Recherche Agronomique (INRA), Laboratoire de Biologie et de Protection de l'Abeille, Unité de Zoologie - Apidologie, Avignon, France; Centre National de Recherche Scientifique (CNRS), Laboratoire de Neurobiologie, Communication Chimique, Marseille, France; Université d'Aix-Marseille III, Laboratoire de Biomathématiques, Marseille, France; UMR 406 Université d'Avignon et des Pays de Vaucluse, UFR Sciences, Laboratoire de Biologie, 33 rue Louis Pasteur, 84000 Avignon, France","Martin, C., Institut National de Recherche Agronomique (INRA), Laboratoire de Biologie et de Protection de l'Abeille, Unité de Zoologie - Apidologie, Avignon, France, UMR 406 Université d'Avignon et des Pays de Vaucluse, UFR Sciences, Laboratoire de Biologie, 33 rue Louis Pasteur, 84000 Avignon, France; Provost, E., Centre National de Recherche Scientifique (CNRS), Laboratoire de Neurobiologie, Communication Chimique, Marseille, France; Bagnères, A.-G., Centre National de Recherche Scientifique (CNRS), Laboratoire de Neurobiologie, Communication Chimique, Marseille, France; Roux, M., Université d'Aix-Marseille III, Laboratoire de Biomathématiques, Marseille, France; Clément, J.-L., Centre National de Recherche Scientifique (CNRS), Laboratoire de Neurobiologie, Communication Chimique, Marseille, France; Le Conte, Y., Institut National de Recherche Agronomique (INRA), Laboratoire de Biologie et de Protection de l'Abeille, Unité de Zoologie - Apidologie, Avignon, France","The parasitic mite Varroa destructor Anderson & Trueman is a major pest of the honeybee Apis mellifera L. throughout the world. Chemical agents currently used for mite control leave contaminating residues and promote pesticide resistance. As an alternative means of control, it would be useful to identify natural substances enabling bees to detect Varroa inside brood cells. These substances could then be used to trigger mite hygienic behaviour by bees. In this study several techniques were used to screen substances that might allow detection of infested brood cells by bees. Gas chromatography-mass spectrometry analysis was performed on substances extracted in dichloromethane from the contents of brood cells. Solid phase microextraction and solid injection were performed on substances obtained from living and dead Varroa, respectively. Electroantennography was performed to assess the sensitivity of olfactory receptors in bee antennae to some of these substances. Principal component analysis based on proportions of cuticular substances allowed discrimination between bees and other cell contents. Foundress Varroa exhibited the greatest dissimilarity to healthy pupae that were used as controls. Immature Varroa and faecal material were intermediate. High molecular weight compounds, mainly dimethylalkanes, were proportionally the most characteristic components of foundress Varroa. This finding suggests that these compounds would be the most apt to induce uncapping of cells infested by Varroa. Solid-phase microextraction and solid injection demonstrated the presence of aliphatic acids, esters, and one alcohol, eicosenol, in Varroa. Electroantennographic recordings showed that mite-resistant bees were more responsive to some acids and one ester. We speculate that these compounds may be involved in recognition of living Varroa by honeybees.","Apis mellifera; Chemical communication; Electroantennography; Solid-injection technique; Solid-phase microextraction; Varroa destructor",Article,,Scopus,2-s2.0-0036741971
"Arnold G., Quenet B., Papin C., Masson C., Kirchner W.H.","Intra-colonial variability in the dance communication in honeybees (Apis mellifera)",2002,"Ethology","108","9",,"751","761",,18,10.1046/j.1439-0310.2002.00809.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036741085&doi=10.1046%2fj.1439-0310.2002.00809.x&partnerID=40&md5=c0287228fa7bd92229661f029f4f7254","CNRS UPR 9034, Laboratoire Populations, Génétique et Evolution, Gif-sur-Yvette, France; CNRS UPR 9081, Neurobiologie Expérimentale et Théorie des Systèmes Complexes, ESPCI, Paris, France; Institut Alfred Fessard, CNRS, avenue de la Terrasse, Gif-sur-Yvette, France; Ruhr-Universität Bochum, Fakultät für Biologie, Bochum, Germany; CNRS UPR 9034, Laboratoire Populations, Génétique et Evolution, 91198 Gif-sur-Yvette, France","Arnold, G., CNRS UPR 9034, Laboratoire Populations, Génétique et Evolution, Gif-sur-Yvette, France, CNRS UPR 9034, Laboratoire Populations, Génétique et Evolution, 91198 Gif-sur-Yvette, France; Quenet, B., CNRS UPR 9081, Neurobiologie Expérimentale et Théorie des Systèmes Complexes, ESPCI, Paris, France; Papin, C., CNRS UPR 9081, Neurobiologie Expérimentale et Théorie des Systèmes Complexes, ESPCI, Paris, France; Masson, C., Institut Alfred Fessard, CNRS, avenue de la Terrasse, Gif-sur-Yvette, France; Kirchner, W.H., Ruhr-Universität Bochum, Fakultät für Biologie, Bochum, Germany","Honeybees have evolved numerous mechanisms for increasing colony-level foraging efficiency, mainly the combined system of scout-recruit division of labour and recruitment communication. A successful forager performs waggle dances on the surface of the comb where it interacts with nectar receivers and dance followers. A forager uses tremble dance when it experiences difficulty finding a receiver bee to unload food upon return to the hive. A bee colony containing numerous subfamilies may increase its efficiency in dance communication if dances are realized by particular groups of specialized individuals or subfamilies rather than by undifferentiated workers. In this study, we determined the subfamily frequencies of waggle and tremble dancers in a colony headed by a naturally mated queen, where the 17 subfamilies can be identified by microsatellite genetic markers. Our results demonstrate that a genetic component is associated with the dance communication in honeybees. More than half of the waggle dances and the tremble dances were performed by workers from only four subfamilies in each case.",,Article,,Scopus,2-s2.0-0036741085
"Châline N., Ratnieks F.L.W., Burke T.","Anarchy in the UK: Detailed genetic analysis of worker reproduction in a naturally occurring British anarchistic honeybee, Apis mellifera, colony using DNA microsatellites",2002,"Molecular Ecology","11","9",,"1795","1803",,36,10.1046/j.1365-294X.2000.01569.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036718241&doi=10.1046%2fj.1365-294X.2000.01569.x&partnerID=40&md5=f08ddccd5f8eb56c9caed999b7849257","Laboratory of Apiculture and Social Insects, University of Sheffield, Western Bank, Sheffield S10 2TN, United Kingdom; Sheffield Molecular Genetics Facility, Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Châline, N., Laboratory of Apiculture and Social Insects, University of Sheffield, Western Bank, Sheffield S10 2TN, United Kingdom; Ratnieks, F.L.W., Laboratory of Apiculture and Social Insects, University of Sheffield, Western Bank, Sheffield S10 2TN, United Kingdom; Burke, T., Sheffield Molecular Genetics Facility, Department of Animal and Plant Sciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Anarchistic behaviour is a very rare phenotype of honeybee colonies. In an anarchistic colony, many workers' sons are reared in the presence of the queen. Anarchy has previously been described in only two Australian colonies. Here we report on a first detailed genetic analysis of a British anarchistic colony. Male pupae were present in great abundance above the queen excluder, which was clearly indicative of extensive worker reproduction and is the hallmark of anarchy. Seventeen microsatellite loci were used to analyse these male pupae, allowing us to address whether all the males were indeed workers' sons, and how many worker patrilines and individual workers produced them. In the sample, 95 of 96 of the males were definitely workers' sons. Given that ≈ 1% of workers' sons were genetically indistinguishable from queen's sons, this suggests that workers do not move any queen-laid eggs between the part of the colony where the queen is present to the area above the queen excluder which the queen cannot enter. The colony had 16 patrilines, with an effective number of patrilines of 9.85. The 75 males that could be assigned with certainty to a patriline came from 7 patrilines, with an effective number of 4.21. They were the offspring of at least 19 workers. This is in contrast to the two previously studied Australian naturally occurring anarchist colonies, in which most of the workers' sons were offspring of one patriline. The high number of patrilines producing males leads to a low mean relatedness between laying workers and males of the colony. We discuss the importance of studying such colonies in the understanding of worker policing and its evolution.","Anarchy; Apis mellifera; DNA microsatellites; Social insects; Worker policing; Worker reproduction",Article,,Scopus,2-s2.0-0036718241
"Villanueva-G. R.","Polliniferous plants and foraging strategies of Apis mellifera (Hymenoptera: Apidae) in the Yucatán Peninsula, Mexico",2002,"Revista de Biologia Tropical","50","3-4",,"1035","1044",,26,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042307262&partnerID=40&md5=e38002e38dd3210c2d438df9a68e7bf0","El Colegio de la Frontera Sur, Apdo. Postal 424, Chetumal, Quintana Roo, Mexico","Villanueva-G., R., El Colegio de la Frontera Sur, Apdo. Postal 424, Chetumal, Quintana Roo, Mexico","A study of the most important polliniferous plants for European and Africanized honeybees (Apis mellifera L.) was made in Quintana Roo state. Comparisons were made between the plants visited by both bee types in order to determine whether there were qualitative or quantitative differences in their choice of plant species. Also some foraging strategies of the honeybees were analysed. Pollen from pollen load samples was acetolysed and mounted on slides. Subsequently the pollen grains were identified, counted and photographed. A total of 206 pollen load samples were collected at Palmas and St. Teresa during two years. The most frequent species in the pollen load samples from European and Africanized honeybees were Cecropia peltata, Metopium brownei, Lonchocarpus sp. 2, Viguiera dentata, Eragrostis sp. 1. Bursera simaruba and Eupatorium albicaule. Both types of honey bees show a high reliance on pollen from only a few species, the first five named above comprised around 50% of all the mean percentage frequencies. Families that contributed with the largest number of pollen species were Fabaceae. Asteraceae, Boraginaceae, Convolvulaceae, Euphorbiaceae, Sapindaceae, Poaceae, Myrtaceae, Sapotaceae and Tiliaceae. C. peltata, Trema micrantha, B. simaruba, Eugenia sp. 1, Thouinia canesceras, Pouteria sp. 1, Mimosa bahamensis and V. dentata, were the pollen species with the largest percentages of occurrence in both European and Africanized bee pollen load samples, and also represent a ""long-term"" food resources during the year.","Africanized honeybee; Apis mellifera; European honeybee; Foraging behaviour; Polliniferous plants; Yucatán Peninsula",Article,,Scopus,2-s2.0-0042307262
"Barron A.B., Schulz D.J., Robinson G.E.","Octopamine modulates responsiveness to foraging-related stimuli in honey bees (Apis mellifera)",2002,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology","188","8",,"603","610",,86,10.1007/s00359-002-0335-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036771240&doi=10.1007%2fs00359-002-0335-5&partnerID=40&md5=2308e1ead240937cc14a7d764d5fe31e","Department of Entomology, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States; Dept. of Entomol./Neurosci. Program, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States","Barron, A.B., Department of Entomology, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States; Schulz, D.J., Department of Entomology, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States; Robinson, G.E., Department of Entomology, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States, Dept. of Entomol./Neurosci. Program, Univ. Illinois at Urbana-Champaign, 505 S. Goodwin Avenue, Urbana, IL 61801, United States","The biogenic amine neurochemical octopamine is involved in the onset of foraging behaviour in honey bees. We tested the hypothesis that octopamine influences honey bee behavioural development by modulating responsiveness to task-related stimuli. We examined the effect of octopamine treatment on responsiveness to brood pheromone (an activator of foraging) and to the presence of older bees in the colony (an inhibitor of foraging in young bees). Octopamine treatment increased responsiveness to brood pheromone and decreased responsiveness to social inhibition. These results identify octopamine both as an important source of variation in response thresholds and as a modulator of pheromonal communication in insect societies. We speculate that octopamine plays more than one role in the organisation of behavioural development indicating a very high level of integration between the neurochemical system and the generation of complex behaviour.","Behavioural development; Biogenic amines; Division of labor; Honey bee; Social insects",Article,,Scopus,2-s2.0-0036771240
"Fewell J.H., Bertram S.M.","Evidence for genetic variation in worker task performance by African and European honey bees",2002,"Behavioral Ecology and Sociobiology","52","4",,"318","325",,26,10.1007/s00265-002-0501-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036764736&doi=10.1007%2fs00265-002-0501-3&partnerID=40&md5=eab3261c93d9d5954d09d479e9dd9057","Department of Biology, Arizona State University, Tempe, AZ 85287-1501, United States","Fewell, J.H., Department of Biology, Arizona State University, Tempe, AZ 85287-1501, United States; Bertram, S.M., Department of Biology, Arizona State University, Tempe, AZ 85287-1501, United States","The dramatic competitive advantage of the African honey bee over European bees in the neotropics comes in large part from their faster rates of colony growth and reproduction. In honey bees, brood production, and thus colony growth, are controlled by the workers. Thus, we tested for genetic differences between African and European workers in their preference for tasks associated with brood production by monitoring individual African and European workers cross-fostered in common colony environments. We additionally examined differences in the age of transition between tasks (age polyethism). Our data provide strong evidence for genetically based differences in a subset of tasks. African workers were more likely to collect and process pollen, the nutrient source for brood. They initiated pollen foraging at a younger age, but this result was not significant after Bonferroni adjustment. African and European workers showed no difference in brood-care task performance, and did not vary in the age at which they performed brood-care tasks. These data suggest that a significant part of the competitive advantage of this major invasive pest can be traced to a small subset of worker behaviors, those involving resource intake.","Apis mellifera ligustica; Apis mellifera scutellata; Foraging behavior; Genetic differences; Honey bee",Article,,Scopus,2-s2.0-0036764736
"Neumann P., Moritz R.F.A.","The Cape honeybee phenomenon: The sympatric evolution of a social parasite in real time?",2002,"Behavioral Ecology and Sociobiology","52","4",,"271","281",,68,10.1007/s00265-002-0518-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036764716&doi=10.1007%2fs00265-002-0518-7&partnerID=40&md5=cda652e80e3696d531899b67e939ce91","Martin-Luther-Univ. Halle-Wittenberg, Institut für Zoologie, Kröllwitzerstrasse 44, 06099 Halle/Saale, Germany","Neumann, P., Martin-Luther-Univ. Halle-Wittenberg, Institut für Zoologie, Kröllwitzerstrasse 44, 06099 Halle/Saale, Germany; Moritz, R.F.A., Martin-Luther-Univ. Halle-Wittenberg, Institut für Zoologie, Kröllwitzerstrasse 44, 06099 Halle/Saale, Germany","Honeybee workers, Apis mellifera, usually do not reproduce but can activate their ovaries under queenless conditions to produce male offspring. As an exception to this rule, laying workers of the Cape honeybee, A. m. capensis, parthenogenetically produce diploid female offspring, usually developing into workers and occasionally into queens. Some of such workers can develop into pseudoqueens, which show high ovarial development and a queenlike pheromonal bouquet. Because there is high genetic variance for these characters, this results in an extreme intracolonial selection. This process is governed by a competition for reproductive dominance among workers, leading into a facultative social parasitic reproductive pathway as part of the life history of the Cape honeybee. A. m. capensis workers show an increased potential for invading foreign colonies. Inside of the host colony, parasitic A. m. capensis workers produce queenlike pheromones and swiftly activate the ovaries, despite the presence of a queen. Eventually they establish themselves as pseudoqueens and replace the host queen. The parasitic worker offspring is preferentially fed by the host workers, leading to highly virulent intercastes and thereby completing the social parasitic life cycle of laying A. m. capensis workers. Recently, a particularly virulent parasitic strain of A. m. capensis workers has invaded the neighboring subspecies A. m. scutellata (""capensis calamity""). Because male sexuals are completely lacking in this invasive strain and female reproductives are never reared in infested A. m. scutellata host colonies, this results in reproductive isolation of the parasitic clones from the host gene pool and sets the stage for the evolution of a queenless social parasitic honeybee. The Cape honeybee may therefore constitute a unique subject for studying sympatric speciation of a social parasite.","Apis mellifera capensis; Evolution; Honeybee; Social parasite; Sympatric speciation",Review,,Scopus,2-s2.0-0036764716
"Stabentheiner A., Kovac H., Schmaranzer S.","Honeybee nestmate recognition: The thermal behaviour of guards and their examinees",2002,"Journal of Experimental Biology","205","17",,"2637","2642",,37,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036735263&partnerID=40&md5=5d42f57949fcd0194b71e660e4876bc6","Institut für Zoologie, Universität Graz, Universitätsplatz 2, A-8010 Graz, Austria","Stabentheiner, A., Institut für Zoologie, Universität Graz, Universitätsplatz 2, A-8010 Graz, Austria; Kovac, H., Institut für Zoologie, Universität Graz, Universitätsplatz 2, A-8010 Graz, Austria; Schmaranzer, S., Institut für Zoologie, Universität Graz, Universitätsplatz 2, A-8010 Graz, Austria","In honeybee colonies, guards protect their nest from various robbers including bees from other colonies. Infrared thermography showed that the guards and the bees examined by them (examinees) differ considerably in their thermal behaviour according to their particular role in the nestmate recognition process. The thorax surface temperature was on average higher and more variable in the examinees (36.1°C, S.D.=4.14, N=1545, 303 bees) than in the guards (34.0°C, S.D.=2.00, N=1681, 772 bees). During thorough examinations lasting longer than 30s, more than 60% of the examinees showed phases of intense thoracic heating of more than 2°C (maximum temperature 48.5°C), whereas most guards cooled down. Our data suggest that these examinees heat up their surface to enhance chemical signalling during examinations.","Apis mellifera carnica; Examined bees; Guard bee; Honeybee; Nestmate recognition; Thermal behaviour; Thermography; Thermoregulation",Article,,Scopus,2-s2.0-0036735263
"Yu L., Meng X.","Spring propagation and size dynamics characteristics of two kinds of bee populations in Anhui Province",2002,"Chinese Journal of Applied Ecology","13","9",,"1127","1130",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036744296&partnerID=40&md5=a5822bae35e17795cf821374fd820cea","Anhui Agricultural University, Hefei 230036, China","Yu, L., Anhui Agricultural University, Hefei 230036, China; Meng, X., Anhui Agricultural University, Hefei 230036, China","Systematical observations and researches were conducted on the population size dynamics of Apis mellifera Ligustica Spi. and Apis cerana cerana Feb. in Wanzhong, Wanxi and Wannan mountainous area in Anhui Province in 1997-1999. The results showed that the bee population size was influenced by climate and flower fertility, which was higher in Spring and Autumn, and lower in Summer and Winter. The propagation and renewal of A. mellifera in Autumn were quicker than those of A. cerana cerana, while the effect of overcoming Summer was inferior to that of Apis cerana cerana. The sex ratio of A. mellifera was (314.4 ± 289.9):1~ (329.4 ± 305.8):1, and that of A. cerana cerana was (334.2 ± 235.5):1~(413.1 ± 377.2):1. The birth of drones was seasonal, and the age structure of each bee population was variable.","Age structure; Bee; Population size dynamics; Sex ratio",Article,,Scopus,2-s2.0-0036744296
"Goulson D., Stout J.C., Kells A.R.","Do exotic bumblebees and honeybees compete with native flower-visiting insects in Tasmania",2002,"Journal of Insect Conservation","6","3",,"179","189",,36,10.1023/A:1023239221447,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038353966&doi=10.1023%2fA%3a1023239221447&partnerID=40&md5=0d122f3b74b6d486a97fb43e50f469c3","Division of Biodiversity and Ecology, School of Biological Sciences, University of Southampton, Bassett Crescent East, Southampton SO16 7PX, United Kingdom","Goulson, D., Division of Biodiversity and Ecology, School of Biological Sciences, University of Southampton, Bassett Crescent East, Southampton SO16 7PX, United Kingdom; Stout, J.C., Division of Biodiversity and Ecology, School of Biological Sciences, University of Southampton, Bassett Crescent East, Southampton SO16 7PX, United Kingdom; Kells, A.R., Division of Biodiversity and Ecology, School of Biological Sciences, University of Southampton, Bassett Crescent East, Southampton SO16 7PX, United Kingdom","Honeybees, Apis mellifera, have been introduced by man throughout the globe. More recently, other bee species including various bumblebees (Bombus spp.) have been introduced to several new regions. Here we examine the impacts of honeybees and the bumblebee, Bombus terrestris, on native flower-visiting insects in Tasmania. To assess whether native insects have lower abundance or are excluded in areas that have been colonised by exotic bees, we quantified the abundance, diversity and floral preferences of flower-visiting insects at sites where bumblebees and honeybees were present, and compared them to sites where they were absent. This was achieved by hand searches at 67 sites, and by deploying sticky traps at 122 sites. Honeybees were by far the most abundant bee species overall, and dominated the bee fauna at most sites. There was considerable niche overlap between honeybees, bumblebees and native bees in terms of the flowers that they visited. Sites where bumblebees were established had similar species richness, diversity and abundance of native flower-visiting insects compared to sites where bumblebees were absent. In contrast, native bees were more than three times more abundant at the few sites where honeybees were absent, compared to those where they were present. Our results are suggestive of competition between honeybees and native bees, but exclusion experiments are needed to provide a definitive test.","Apis mellifera; Bombus terrestris; Competitive exclusion; Invasion; Nectar",Article,,Scopus,2-s2.0-0038353966
"Pham-Delègue M.-H., Decourtye A., Kaiser L., Devillers J.","Behavioural methods to assess the effects of pesticides on honey bees",2002,"Apidologie","33","5",,"425","432",,34,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036752189&partnerID=40&md5=65bad71515cdccc4afa37836981e35b5","Laboratoire de Neurobiologie Comparée des Invertébrés, INRA, BP 23, 91440 Bures-sur-Yvette, France; CTIS, 3 Chemin de la Gravière, 69140 Rillieux La Pape, France","Pham-Delègue, M.-H., Laboratoire de Neurobiologie Comparée des Invertébrés, INRA, BP 23, 91440 Bures-sur-Yvette, France; Decourtye, A., Laboratoire de Neurobiologie Comparée des Invertébrés, INRA, BP 23, 91440 Bures-sur-Yvette, France; Kaiser, L., Laboratoire de Neurobiologie Comparée des Invertébrés, INRA, BP 23, 91440 Bures-sur-Yvette, France; Devillers, J., CTIS, 3 Chemin de la Gravière, 69140 Rillieux La Pape, France","We reported on the use of experimental procedures dealing with these behavioural skills in the assessment of pesticide effects. The relevance of the following methods are discussed: (1) use of automatic activity counters set at the hive entrance to establish the balance between outgoing and incoming worker bees; (2) observation of the homing flights of bees; (3) the analysis of the information encoded in the dances of returning foragers; and (4) recording of the conditioned proboscis extension response on restrained bees to evaluate individual learning performances involved in foraging behaviour. These behavioural assays could be developed for sublethal toxicity assessment. However, careful validation of the tests is needed before being used in a routine evaluation procedure. At a minimum, they are valuable tools to understand the mechanisms underlying insecticide toxicity.","Apis mellifera; Behaviour; Ecotoxicology; Pesticide; Risk assessment",Review,,Scopus,2-s2.0-0036752189
"Stanghellini M.S., Schultheis J.R., Ambrose J.T.","Pollen mobilization in selected cucurbitaceae and the putative effects of pollinator abundance on pollen depletion rates",2002,"Journal of the American Society for Horticultural Science","127","5",,"729","736",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036727146&partnerID=40&md5=b1d0727df9bb3c6b7dc5afc9175d8baa","Department of Entomology, Box 7626, North Carolina State University, Raleigh, NC 27695-7626, United States","Stanghellini, M.S., Department of Entomology, Box 7626, North Carolina State University, Raleigh, NC 27695-7626, United States; Schultheis, J.R., Department of Entomology, Box 7626, North Carolina State University, Raleigh, NC 27695-7626, United States; Ambrose, J.T., Department of Entomology, Box 7626, North Carolina State University, Raleigh, NC 27695-7626, United States","Very little is known about the rate at which pollen grains are mobilized within insect-pollinated crop systems, and this is especially true the for commercial production of field-grown cucumber (Cucumis sativus L.), monoecious muskmelon (Cucumis melo L.), and triploid watermelon [Citrullus lanatus (Thunb.) Matsum. & Nakai]. The rates of pollen depletion for these crops were therefore investigated on plots simulating commercial crop production using a mixed honey bee (Apis mellifera L.) and bumble bee (Bombus impatiens Cresson) pollinator complex. At anthesis, staminate cucumber, muskmelon, and watermelon flowers contained on average 10539, 11176, and 30739 pollen grains/flower, respectively. At the time flowers closed in the early afternoon (1300 to 1400 HR), only 61% of the total pollen produced had been removed from staminate cucumber flowers, 44% to 62% from muskmelon, and 81% from watermelon flowers. The results suggest that total pollen production in these crops may not necessarily reflect total pollen availability to floral visitors (bees). However, of the total amount of pollen actually removed per flower, >57% occurred during the 2 h following flower anthesis of cucumber and muskmelon, and >77% occurred during the 2 h following flower anthesis of watermelon. Thus, most of the accessible pollen was removed shortly after anthesis, which is when these crops are most receptive to pollination. Nonviable triploid and viable diploid watermelon pollen were removed at similar rates (P = 0.4604). While correlation analyses were not possible for the influence of variable bee abundance on pollen depletion rates, higher bee populations in one year appeared to increase the rate at which pollen grains were removed from staminate flowers.","Citrullus lanatus; Cucumber; Cucumis melo; Cucumis sativus; Muskmelon; Pollen depletion; Watermelon",Article,,Scopus,2-s2.0-0036727146
