Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Seeley T.D., Towne W.F.","Tactics of dance choice in honey bees: do foragers compare dances?",1992,"Behavioral Ecology and Sociobiology","30","1",,"59","69",,96,10.1007/BF00168595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027047349&doi=10.1007%2fBF00168595&partnerID=40&md5=84b173298bc9bf45c0d0e8b538d9f0fd","Section of Neurobiology and Behavior, Seeley G. Mudd Hall, Cornell University, Ithaca, 14853, NY, United States; Department of Biology, Kutztown University, Kutztown, 19530, PA, United States","Seeley, T.D., Section of Neurobiology and Behavior, Seeley G. Mudd Hall, Cornell University, Ithaca, 14853, NY, United States; Towne, W.F., Department of Biology, Kutztown University, Kutztown, 19530, PA, United States","(1) When a honey bee follows recruitment dances to locate a new food source, does she sample multiple dances representing different food sources and selectively respond to the strongest dance? (2) Several initial findings suggested that foragers might indeed compare dances. First, dance information is arrayed in the hive in a way that facilitates comparison-making: dances for different flower patches are performed close together in time and space. Second, food-source quality is coded in the dances, in terms of dance length (number of circuits per dance). Third, dances to natural food sources vary in length by more than 2 orders of magnitude, indicating that the quality of natural food sources varies greatly. Fourth, foragers seeking a new food source follow several dances before exiting the hive (though only one dance is followed closely). (3) Nevertheless, a critical test for comparison-making revealed that foragers evidently do not compare dances. A colony was given two feeders that were equidistant from the hive but different in profitability. If foragers do not compare dances, then the proportion of recruits arriving at the richer feeder should match the proportion of dance circuits for the richer feeder. This is the pattern that we found in all 11 trials of the experiment. (4) We suggest that the reason foragers do not compare dances is that a colony's foraging success is greater if its foragers distribute themselves among the various food sources being advertised in the hive than if they crowd themselves on the one, best source. (5) Food-source selection by honey bee colonies is a democratic decision-making process. This study reveals that this selection process is organized to function effectively even though each member of the democracy possesses incomplete information about the available choices. © 1992 Springer-Verlag.",,Article,,Scopus,2-s2.0-0027047349
"Abrol D.P.","Energetics of nectar production in some strawberry cultivars as a predictor of floral choice by honeybees",1992,"Journal of Biosciences","17","1",,"41","44",,8,10.1007/BF02716772,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249165594&doi=10.1007%2fBF02716772&partnerID=40&md5=4905ecfbcb6d28d9708418ae0ca793a6","Division of Entomology, Shere-Kashmir University of Agricultural Sciences and Technology, Regional Agriculture Research Station, R S Pura, Jammu, 181 102, India","Abrol, D.P., Division of Entomology, Shere-Kashmir University of Agricultural Sciences and Technology, Regional Agriculture Research Station, R S Pura, Jammu, 181 102, India","Nectar productivity of thirteen cultivars of strawberry (Fragariq sp.) was examined in relation to the foraging activity of Apis cerana indica F. and Apis mellifera L. The cultivars were found to vary in the quantity of nectar produced (0·020 to 0·735 ul/flower/day), nectar-sugar concentration (30 to 42%) and amount of sugar (0.006 to 0·2898 mg/flower/day). Consequently energy reward varied from 0·1037 to 4·851 joules/ flower/day. Foraging of both Apis cerana indicq and Apis melliferq correlated with energy yields. The results suggest that cultivars with higher caloric rewards had a competitive edge over the others in attracting foraging populations of both species of the bee. © 1992 Indian Academy of Sciences.","Apis ceranq indicq; Apis melliferq; energy; pollination; Strawberry cultivars",Article,,Scopus,2-s2.0-51249165594
"Gregorc A., Fijan N., Poklukar J.","The effect of Apis mellifera carnica Polm worker bee source for populating mating nuclei on degree of infection by Nosema apis Zander",1992,"Apidologie","23","3",,"241","244",,4,10.1051/apido:19920307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027066227&doi=10.1051%2fapido%3a19920307&partnerID=40&md5=48d13b53bb03ef2325453f70cc0d1b29","Agricultural Inst. of Slovenia, Hacquetova 2, 61109 Ljubljana, Slovenia","Gregorc, A., Agricultural Inst. of Slovenia, Hacquetova 2, 61109 Ljubljana, Slovenia; Fijan, N., Agricultural Inst. of Slovenia, Hacquetova 2, 61109 Ljubljana, Slovenia; Poklukar, J., Agricultural Inst. of Slovenia, Hacquetova 2, 61109 Ljubljana, Slovenia","The influence of worker bee source for populating mating nuclei on the degree of infection with the microsporidium Nosema apis spores was examined. -from Authors",,Article,,Scopus,2-s2.0-0027066227
"Crailsheim K., Schneider L.H.W., Hrassnigg N., Bühlmann G., Brosch U., Gmeinbauer R., Schöffmann B.","Pollen consumption and utilization in worker honeybees (Apis mellifera carnica): Dependence on individual age and function",1992,"Journal of Insect Physiology","38","6",,"409","419",,174,10.1016/0022-1910(92)90117-V,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027046953&doi=10.1016%2f0022-1910%2892%2990117-V&partnerID=40&md5=2c5507a2fb3eb0d15765275b2228dcf4","Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria; FAM, Sektion Bienen, Liebefeld, Switzerland; Institut für Botanik an der Karl-Franzens-Universität, Holteigasse 6, A-8010 Graz, Austria","Crailsheim, K., Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria; Schneider, L.H.W., Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria; Hrassnigg, N., Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria; Bühlmann, G., FAM, Sektion Bienen, Liebefeld, Switzerland; Brosch, U., Institut für Botanik an der Karl-Franzens-Universität, Holteigasse 6, A-8010 Graz, Austria; Gmeinbauer, R., Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria; Schöffmann, B., Institut für Zoologie an der Karl-Franzens-Universität, Universitätsplatz 2, A-8010 Graz, Austria","The pollen content of the gastrointestinal tract of honeybee workers was investigated in the morning before the beginning of flight activity. It was low in young bees, largest in about 9-day-old nurse bees and declined to minimal amounts in foragers. In all age groups, the amount of pollen in the crop was small but that in the midgut was representative of the age-related status of the bee in the system of division of labour. It could be correlated with the developmental stage of the hypopharyngeal glands and to the known content of proteolytic enzymes in the midgut. The higher pollen content of the rectum followed the same pattern as that in the midgut. The predominant two pollen species (Castanea sativa MILL. and Trifolium repens L.) were digested more efficiently by young bees than by foragers. The species of pollen found in bees from all age groups was constant and similar to the species of comb-stored pollen. The known age structure of the colonies permits an estimation of the amount of pollen in the gastrointestinal tract of all workers in a normal-sized colony. It was 80.7 and 107.1 g in the two hives investigated. The pollen requirement for a year could be calculated from the average pollen congent of a bee and the estimated bee-days per colony. It was 13.4 and 17.8 kg in the two hives. © 1992.","age polyethism; Apis; digestion; hypopharyngeal gland; pollen; protein",Article,,Scopus,2-s2.0-0027046953
"Ruttner F., Hanel H.","Active defense against Varroa mites in a Carniolan strain of honeybee (Apis mellifera carnica Pollmann)",1992,"Apidologie","23","2",,"173","187",,78,10.1051/apido:19920210,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027087781&doi=10.1051%2fapido%3a19920210&partnerID=40&md5=d5356c8dd713ef54388e45d1e4b2107e","Univ Frankfurt, Inst fur Bienenkunde (Polytechnische Gesellschaft), Fachbereigh Biolgie, Karl von Frisch-Weg 2, D-W-370 Oberusel, Germany","Ruttner, F., Univ Frankfurt, Inst fur Bienenkunde (Polytechnische Gesellschaft), Fachbereigh Biolgie, Karl von Frisch-Weg 2, D-W-370 Oberusel, Germany; Hanel, H., Univ Frankfurt, Inst fur Bienenkunde (Polytechnische Gesellschaft), Fachbereigh Biolgie, Karl von Frisch-Weg 2, D-W-370 Oberusel, Germany","Out of 700 hives owned by a German commercial beekeeper 12 colonies were selected which showed slower Varroa population growth, high mite mortality and good overwintering without treatment. Some 30-50% of the dead mites had damaged legs and (rarely) cuticle of the idiosoma. The damage was caused by the mandibles of worker bees. -from Authors",,Article,,Scopus,2-s2.0-0027087781
"Woyke J.","Diurnal flight activity of African bees Apis mellifera adansonii in different seasons and zones of Ghana",1992,"Apidologie","23","2",,"107","117",,11,10.1051/apido:19920203,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027089326&doi=10.1051%2fapido%3a19920203&partnerID=40&md5=20833991d2a5155e3579884b88efa468","Agricultural University, Bee Division, SGGW, Nowoursynowska 166, 02- 766, Warsaw, Poland","Woyke, J., Agricultural University, Bee Division, SGGW, Nowoursynowska 166, 02- 766, Warsaw, Poland","The pattern of flight activity in different zones did not differ much within each season, but differed greatly between seasons. In the rainy dearth season, a single peak of foraging activity occurred during the morning. Two peaks of foraging activity occurred during the honey flow, winter dry season; one shortly after sunrise and the other shortly before sunset. The presence of the second evening peak is explained by nectar availability. -from Author",,Article,,Scopus,2-s2.0-0027089326
"Chandel R.S., Gupta P.R.","Toxicity of diflubenzuron and penfluron to immature stages of Apis cerana indica F and Apis mellifera L",1992,"Apidologie","23","5",,"465","473",,7,10.1051/apido:19920508,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027019977&doi=10.1051%2fapido%3a19920508&partnerID=40&md5=31a2fe1df07f0aa12789ea9df182101e","Univ. of Horticulture & Forestry, Dept. of Entomology & Apiculture, Nauni 173 230, Solan, India","Chandel, R.S., Univ. of Horticulture & Forestry, Dept. of Entomology & Apiculture, Nauni 173 230, Solan, India; Gupta, P.R., Univ. of Horticulture & Forestry, Dept. of Entomology & Apiculture, Nauni 173 230, Solan, India","Diflubenzuron (FD) and penfluron in acetone were equally toxic to the bees Apis mellifera and A. cerana indica in topical application tests based on equivalent body weights. Toxicity resulting from median lethal dosage was highest for pupae and was lower for IV and III instar larvae. Acetone proved lethal to eggs, I and II instar larvae. There was no delayed lethal and morphological effect of treatment on larvae, but some adult bees, treated in the same manner as pupae, showed morphological abnormalities, such as crumpled wings and poor interlocking at stylet and lancets of the sting apparatus. Feeding of 50 mg DF to small experimental colonies of both bee species enhanced egg laying but significantly reduced the amount of unsealed and sealed brood within 10 days of treatment. -Authors",,Article,,Scopus,2-s2.0-0027019977
"Suryanarayana M.C., Rao G.M., Singh T.S.M.S.","Studies on pollen sources for Apis cerana Fabr. and Apis mellifera L. bees at Muzaffarpur, Bihar, India",1992,"Apidologie","23","1",,"33","46",,19,10.1051/apido:19920104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027086010&doi=10.1051%2fapido%3a19920104&partnerID=40&md5=9cbd3d398ff725193547696d46f64686","Khadi & Village Industries Commission, Central Bee Research & Training Institute, 1153 Ganeshkhind Road, Pune 411016, India.","Suryanarayana, M.C., Khadi & Village Industries Commission, Central Bee Research & Training Institute, 1153 Ganeshkhind Road, Pune 411016, India.; Rao, G.M., Khadi & Village Industries Commission, Central Bee Research & Training Institute, 1153 Ganeshkhind Road, Pune 411016, India.; Singh, T.S.M.S., Khadi & Village Industries Commission, Central Bee Research & Training Institute, 1153 Ganeshkhind Road, Pune 411016, India.","Some 40 and 48 plant species served as pollen sources to Apis cerana and A. mellifera respectively. Major, medium and minor pollen sources were identified. the peak in pollen availability was from January-May and again in November. Each of the species had 13 anemophilous plant species as sources of pollen. -from Authors",,Article,,Scopus,2-s2.0-0027086010
"Varis A., Ball B.V., Allen M.","The incidence of pathogens in honey bee (Apis mellifera L) colonies in Finland and Great Britain",1992,"Apidologie","23","2",,"133","137",,14,10.1051/apido:19920205,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027061122&doi=10.1051%2fapido%3a19920205&partnerID=40&md5=dfab49ff688209f26572f88bc0e90906","Univ of Helsinki, Dept Agric and Forest Zoology, Finland","Varis, A., Univ of Helsinki, Dept Agric and Forest Zoology, Finland; Ball, B.V., Univ of Helsinki, Dept Agric and Forest Zoology, Finland; Allen, M., Univ of Helsinki, Dept Agric and Forest Zoology, Finland","Dead adult bees collected from 26 apiaries distributed throughout S Finland were examined for protozoan, microsporidian and viral pathogens. Malpighamoeba mellificae was not found, but Nosema apis was detected at low levels in 11 of 39 samples. Of the 51 samples examined for viruses, bee virus Y was detected in two, cloudy wing virus in 14 and filamentous virus in 13. Findings are compared with pathogen incidence in honey bee colonies in Britain and discussed with reference to winter losses and Varroa jacobsoni infestation. -Authors",,Article,,Scopus,2-s2.0-0027061122
"Aseo S.C., Laude R.P.","Alkaline Phosphatase Polymorphism in Apis Mellifera L. and Apis Cerana F. in Laguna, Philippines",1992,"Journal of Apicultural Research","31","1",,"46","47",,,10.1080/00218839.1992.11101261,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953068355&doi=10.1080%2f00218839.1992.11101261&partnerID=40&md5=86ede0c032d33d6b0b0459c61863ad59","Institute of Biological Sciences, University of the Philippines at Los Baños, College, Laguna, 4031, Philippines","Aseo, S.C., Institute of Biological Sciences, University of the Philippines at Los Baños, College, Laguna, 4031, Philippines; Laude, R.P., Institute of Biological Sciences, University of the Philippines at Los Baños, College, Laguna, 4031, Philippines",[No abstract available],"Alkaline phosphatase; Allozymes; Apis cerana; Apis mellifera; Enzyme polymorphism; Genetic variation; Honey bees; Isoenzymes; Phillippines",Article,,Scopus,2-s2.0-84953068355
"Higo H.A., Colley S.J.","Effects of honey bee (apis mellifera l.) queen mandibular gland pheromone on foraging and brood rearing",1992,"The Canadian Entomologist","124","2",,"409","418",,29,10.4039/Ent124409-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027020079&doi=10.4039%2fEnt124409-2&partnerID=40&md5=0edb8834eecc3cb20b2c1bd4e058d543","Department of Biological Sciences, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada; Department of Chemistry/Biochemistry, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada","Higo, H.A., Department of Biological Sciences, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada, Department of Chemistry/Biochemistry, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada; Colley, S.J., Department of Biological Sciences, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada, Department of Chemistry/Biochemistry, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada","We investigated the effects of synthetic honey bee (Apis mellifera L.) queen mandibular gland pheromone on colony foraging and brood rearing. Colonies newly established in the spring showed a significant, dose-dependent increase in the number of foragers gathering pollen, and individual pollen foragers returned to the nest with larger pollen loads. These two effects combined resulted in a doubling of the amount of pollen brought into colonies by foraging bees. Brood rearing also increased, but not significantly. In contrast, large, established colonies showed no effects at their summer population peak. We conclude that queen mandibular pheromone can significantly affect foraging, but its effects depend on colony conditions and environmental factors. © 1992, Cambridge University Press. All rights reserved.",,Article,,Scopus,2-s2.0-0027020079
"Lobo J.A., Krieger H.","Maximum likelihood estimates of gene frequencies & racial admixture in apis mellifera l. (africanized honeybees)",1992,"Heredity","68","5",,"441","448",,22,10.1038/hdy.1992.64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027100174&doi=10.1038%2fhdy.1992.64&partnerID=40&md5=435066674e55464ccceee0626d678264","Department of Genetics, Instituto Oswaldo Cruz, Cx. Postal 926, Rio de Janeiro, RJ, 20010, Brazil","Lobo, J.A., Department of Genetics, Instituto Oswaldo Cruz, Cx. Postal 926, Rio de Janeiro, RJ, 20010, Brazil; Krieger, H., Department of Genetics, Instituto Oswaldo Cruz, Cx. Postal 926, Rio de Janeiro, RJ, 20010, Brazil","In order to obtain estimates of gene frequencies & other genetic parameters in Apis mellifera, samples are usually obtained from groups of haploid male (drones) & sterile female (workers) offspring, each group being descended from a multiply-mated single queen. A probabilistic model of segregation is presented which allows for maximum-likelihood estimates of genetic parameters in the reproductive individuals using the genotypic segregations of workers & drones from different colonies. Marginal probabilities of these segregations are calculated for each queen genotype by assuming a Dirichlet distribution for the fertilization frequencies of the different male alleles stored in the spermathecae. Estimates of gene frequencies & racial proportions in Africanized honey bees from different localities in Brazil & Central America reveal geographical heterogeneity in these parameters, possibly as a result of different levels of gene flow from European races. © 1992 The Genetical Society of Great Britain.","Africanized honeybees; Gene frequencies; Genetic structure; Migration; Polymorphisms; Racial admixture",Article,,Scopus,2-s2.0-0027100174
"Prenner C., Mach L., Glossl J., Marz L.","The antigenicity of the carbohydrate moiety of an insect glycoprotein, honey-bee (Apis mellifera) venom phospholipase A2. The role of α1,3-fucosylation of the asparagine-bound N-acetylglucosamine",1992,"Biochemical Journal","284","2",,"377","380",,84,10.1042/bj2840377,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026691179&doi=10.1042%2fbj2840377&partnerID=40&md5=2dcc16e8e19b509c8583348af3ad1781","Institut fur Chemie, Universitat fur Bodenkultur, Gregor-Mendelstrasse 33, A-1180 Vienna, Austria","Prenner, C., Institut fur Chemie, Universitat fur Bodenkultur, Gregor-Mendelstrasse 33, A-1180 Vienna, Austria; Mach, L., Institut fur Chemie, Universitat fur Bodenkultur, Gregor-Mendelstrasse 33, A-1180 Vienna, Austria; Glossl, J., Institut fur Chemie, Universitat fur Bodenkultur, Gregor-Mendelstrasse 33, A-1180 Vienna, Austria; Marz, L., Institut fur Chemie, Universitat fur Bodenkultur, Gregor-Mendelstrasse 33, A-1180 Vienna, Austria","A rabbit polyclonal antiserum raised against honey-bee (Apis mellifera) venom phospholipase A2 (PLA2) contains antibodies that react exclusively with its glycosylated variants and cross-react with plant glycoproteins. The interaction of anti-(horseradish peroxidase) antiserum with PLA2 suggests the existence of a carbohydrate determinant common to both glycoproteins. E.l.i.s.a. binding and inhibition experiments, employing glycoproteins and glycopeptides of plant and animal origin with known N-glycan structures, in combination with chemical and enzymic deglycosylation, identified α1,3-fucosylation of the asparagine-bound N-acetylglucosamine as the antigenic determinant. This fucose residue is present in the N-glycan of PLA2 and is frequently found in plant glycoproteins, whereas mammalian glycoproteins lack this modification.",,Article,,Scopus,2-s2.0-0026691179
"Hanes J., Šimúth J.","Identification and partial characterization of the major royal jelly protein of the honey bee (Apis mellifera L.)",1992,"Journal of Apicultural Research","31","1",,"22","26",,69,10.1080/00218839.1992.11101256,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144477712&doi=10.1080%2f00218839.1992.11101256&partnerID=40&md5=79e85dd9734fa3a4945e59d2f4be06a3","Laboratory of Genetic Engineering of Chemical Institute, Slovak Academy of Sciences, Bratislava, 842 38, Czech Republic; Max-Planck Institute for Biophysical Chemistry, Göttingen, D-3400, Germany","Hanes, J., Laboratory of Genetic Engineering of Chemical Institute, Slovak Academy of Sciences, Bratislava, 842 38, Czech Republic, Max-Planck Institute for Biophysical Chemistry, Göttingen, D-3400, Germany; Šimúth, J., Laboratory of Genetic Engineering of Chemical Institute, Slovak Academy of Sciences, Bratislava, 842 38, Czech Republic","The major royal jelly protein (MRJP) derived from the hypopharyngeal glands of the honey bee, Apis mellifera, was isolated by ion-exchange chromatography. When using SDS-PAGE, the preparation exhibited only one band, which had a molecular mass of 57 kDa and consisted of at least eight components with similar isoelectric points with a range of pH 4.5–pH 5.0. Components of the MRJP were the most acidic proteins of royal jelly. The proteins from different parts of the honey bee body were analysed with antiserum raised against MRJP. Mobilities of proteins isolated directly from hypopharyngeal glands were greater than those of royal jelly proteins. The most significant difference was in the major protein. The MRJP and the major protein from hypopharyngeal glands had apparent molecular masses of 57 kDa and 55 kDa respectively. This difference reflects some modification of hypopharyngeal gland proteins. © 1992 International Bee Research Association.","Apis mellifera; Honey bees; Immunoblotting; Ion-exchange chromatography; Proteins; Royal jelly; SDS-PAGE",Article,,Scopus,2-s2.0-21144477712
"Moosbeckhofer R.","Observations on the occurrence of damaged Varroa mites in natural mite fall of Apis mellifera carnica colonies [Beobachtungen zum Auftreten beschadigter Varroamilben im naturalichen Totenfall bei Volkern von Apis mellifera carnica]",1992,"Apidologie","23","6",,"523","531",,21,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027011333&partnerID=40&md5=5d866fb198f8daa388eeccd64a2673f3",,"Moosbeckhofer, R.","Incidence of damaged mites was recorded in 111 colonies of Apis mellifera carnica in lower Austria. The percentage of damaged mites was correlated with bee- and brood infestation level, origin of queens, and the number of Varroa found after treatment with pyrethroid strips. The significant negative correlation between percentage of damaged mites and number of mites found after chemical treatment as well as the negative correlation with bee- and brood infestation rate gives an indication of the influence of active defence behaviour by the bees on Varroa population growth. If this behaviour could be increased by breeding and selection measures, it would probably constitute an important step towards a Varroa-resistant Carniolan honey bee. -from English summary",,Article,,Scopus,2-s2.0-0027011333
"Serini G.B.","Seasonal variations in the pollinators apis mellifera l. And bombus spp. in the “massiccio del campo dei fiori” area (varese, northern italy)",1992,"Ethology Ecology and Evolution","4",,,"37","42",,,10.1080/03949370.1992.10721944,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950619631&doi=10.1080%2f03949370.1992.10721944&partnerID=40&md5=da75a0ac8b39528360380294a523a4d1","Istituto di Entomologia Agraria, Università di Milano, Via Celoria 2, Milano, 1-20133, Italy","Serini, G.B., Istituto di Entomologia Agraria, Università di Milano, Via Celoria 2, Milano, 1-20133, Italy","The results in question are of observations concerning pollinating insects present at a market garden producing bush fruit on the slopes of the “Massiccio del Campo dei Fiori” (Varese, Northern Italy) set among extensive areas of mixed woodland. On the observed flowerings (V'actinium corymbosum, Rubus fruticosus, R. idaeus), Apis mellifera was the most numerous species (83% of the entire number of pollinating insects active during the April to September period), followed by various species of Bombus (15%). These latter, however, play an important role in early spring and in bad weather conditions. The contribution of other pollinators (mainly solitary Apoidea and Diptera Sirphidae) is modest and insignificant, accounting for 2%. Among the Bombus, the most assiduous visitors were B. muscorum L., the most numerous, and B. lapidarius L., while B. terrestris L., B. pascuorum (Scop.) and B. pratorum L. were seen at certain circumscribed periods. A few other species, such as B. argillaceus Scop, and B. cullumanus Kirby appeared from time to time. The cumulative graphs in the note show the relative frequency of the three categories of pollinating insect (A. mellifera, Bombus spp., and others); the Tables show their percentage presence on the different plants under consideration. © 1992 Taylor & Francis Group, LLC.","Apis mellifera; Bombus spp; Bush fruits; Pollinators percentage",Article,,Scopus,2-s2.0-84950619631
"Harris J.W., Woodring J.","Effects of stress, age, season, and source colony on levels of octopamine, dopamine and serotonin in the honey bee (Apis mellifera L.) brain",1992,"Journal of Insect Physiology","38","1",,"29","35",,131,10.1016/0022-1910(92)90019-A,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249012256&doi=10.1016%2f0022-1910%2892%2990019-A&partnerID=40&md5=6a2d228a86f2650afc3a0ae1af7be8d8","Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States","Harris, J.W., Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States; Woodring, J., Department of Zoology and Physiology, Louisiana State University, Baton Rouge, LA 70803, United States","The effects of environmental and genetic factors on levels of octopamine, dopamine and serotonin in brains from worker honey bees (Apis mellifera L.) were measured using high-performance liquid chromatography with electrochemical detection. Exiting foragers were stressed by clamping their legs, which resulted in peak elevation of octopamine and serotonin after 10 min. Significant seasonal differences in levels of all three biogenic amines were found for bees sampled from an observation colony during the spring, summer and autumn of 1990. Levels of the amines were highest during June-September, corresponding to high levels of colony foraging activity. These differences may reflect seasonal changes in colony nutrition, population size, or brood-rearing activity. The levels of all three amines were significantly lower in the brains of newly emerged bees than in brains from randomly aged worker bees from the same colony. Since the total protein content in bee brains was not different for bees from these two groups, age-related differences were not related to brain growth. Significantly different levels of octopamine, dopamine and serotonin were detected among workers in colonies that contained unrelated queens. © 1992.","Apis mellifera; dopamine; Octopamine; serotonin",Article,,Scopus,2-s2.0-38249012256
"Belzunces L.P., Gauthier M., Colin M.-E.","Acetylcholinesterase in Apis mellifera head during post-embryonic development. Existence of a glycoinositol-anchored membrane form at eary pupal stages",1992,"Comparative Biochemistry and Physiology -- Part B: Biochemistry and","103","1",,"57","63",,6,10.1016/0305-0491(92)90413-L,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026779061&doi=10.1016%2f0305-0491%2892%2990413-L&partnerID=40&md5=c52e309ec3551a74ff73850db2ed6747","INRA, Domaine Saint Paul BP 91, 84143 Montfavet Cedex, France; Université Paul Sabatier, Laboratoire de Neurobiologie des Insectes, 118 Route de Narbonne, 31062 Toulouse Cedex, France; INRA-CNEVA, Domaine Saint Paul, Station de Zoologie, BP 91, 84143 Montfavet Cedex, France","Belzunces, L.P., INRA, Domaine Saint Paul BP 91, 84143 Montfavet Cedex, France; Gauthier, M., Université Paul Sabatier, Laboratoire de Neurobiologie des Insectes, 118 Route de Narbonne, 31062 Toulouse Cedex, France; Colin, M.-E., INRA-CNEVA, Domaine Saint Paul, Station de Zoologie, BP 91, 84143 Montfavet Cedex, France","1. 1. Properties of acetylcholinesterase (AChE, EC 3.1.1.7) from Apis mellifera head were studied during pupal development and at the adult stage. 2. 2. During post-embryonic development, tissue and specific activities were closely related and increased to reach a maximum value at emergence and at last pupal stage, respectively. 3. 3. In adults, AChE activity was weaker in foragers than in emerging bees. 4. 4. The membrane form occurred in adult bees as well as in pupae whereas the soluble enzyme only appeared from Pd pupal stage. 5. 5. The proportion of soluble and membrane forms fluctuated during late development but, in all cases, the percentage of the soluble form remained less than 10% of total AChE activity. 6. 6. At all post-embryonic stages, the membrane form was sensitive to the action of phosphatidylinositol-specific phospholipase C (PI-PLC) and was converted into a hydrophilic enzyme. 7. 7. In adult bees, the sensitivity to PI-PLC depended on the season. In summer, about 60% of the membrane activity could be solubilized by PI-PLC vs only 5% in winter. 8. 8. The sensitivity of AChE to pirimicarb varied with the developmental stage. 9. 9. In foraging bees, AChE was more susceptible to pirimicarb than in emerging bees. This difference of sensitivity to carbamate was abolished after removal of the membrane anchor either by mild trypsin digestion of PI-PLC treatment. © 1992.",,Article,,Scopus,2-s2.0-0026779061
"BUREN N.W.M.v., MARIËN A.G.H., OUDEJANS R.C.H.M., VELTHUIS H.H.W.","Perizin, an acaricide to combat the mite Varroa jacobsoni: its distribution in and influence on the honeybee Apis mellifera",1992,"Physiological Entomology","17","3",,"288","296",,9,10.1111/j.1365-3032.1992.tb01024.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985782237&doi=10.1111%2fj.1365-3032.1992.tb01024.x&partnerID=40&md5=b1e4bd764efbd207a54053367c611427","Laboratory of Comparative Physiology, University of Utrecht, Netherlands; Department of Experimental Zoology, University of Utrecht, Netherlands","BUREN, N.W.M.v., Laboratory of Comparative Physiology, University of Utrecht, Netherlands; MARIËN, A.G.H., Laboratory of Comparative Physiology, University of Utrecht, Netherlands; OUDEJANS, R.C.H.M., Department of Experimental Zoology, University of Utrecht, Netherlands; VELTHUIS, H.H.W., Laboratory of Comparative Physiology, University of Utrecht, Netherlands","Abstract. The distribution of coumaphos (the active component of perizin), fed to individual honeybees, in the honey stomach, haemolymph, midgut and rectum was studied over time. Concurrently, we investigated changes occurring in the haemolymph volume due to the ingestion of perizin, and we examined the influence of a Nosema apisinfection on the survival of bees that had been fed perizin. The maximum amount of coumaphos in the haemolymph was found 4h after ingestion, but it was only 2–3% of the total amount recovered. After 15 min 55% of the total amount of the coumaphos recovered was in the honey stomach and available for distribution within the colony by trophallaxis, while 45% had already passed the proventriculus. Ultimately the coumaphos accumulated in the rectum. The volume of the haemolymph significantly increased in bees which were fed perizin compared with bees which were fed syrup and with non‐fed bees. The lethal dose of coumaphos to 3‐day‐old bees was three times higher than the lethal dose for 18‐ and 1‐day‐old bees. The number of Nosema apis spores in the alimentary canal was not correlated with the survival of the bees that were fed perizin. It is concluded that coumaphos can act as a systemic agent and can be distributed to other individuals in a colony through trophallaxis, but these effects are limited to a maximum period of 12h after ingestion. Copyright © 1992, Wiley Blackwell. All rights reserved","Apis mellifera; coumaphos; distribution; haemolymph; LD50; Perizin; Varroa jacobsoni",Article,,Scopus,2-s2.0-84985782237
